Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE47344,"Expression data from Burkholderia cenocepacia J2315 hfq and hfq2 mutants","Expression profiling by array","Burkholderia cenocepacia;Burkholderia cenocepacia J2315;Burkholderia multivorans ATCC 17616",9,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47344/suppl",,,"Leonilde Morais Moreira","Jan 01, 2014"
GSE47717,"Effect of selection on residual feed intake on gene expression in porcine liver (20 kg body weight)","Expression profiling by array","Sus scrofa",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47717/suppl",,,"Annie Vincent","Jan 01, 2014"
GSE47740,"Gene expression of HSC39 treated with SiRNA targeting TRIM44","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47740/suppl",,,"Nicholas B Shannon","Jan 01, 2014"
GSE47750,"Gene expression profiling of prostate cancer cells upon JMJD2A or ETV1 knockdown","Expression profiling by array","Homo sapiens",5,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47750/suppl",26731476,,"Bart Frank","Jan 01, 2014"
GSE47767,"Effect of selection on residual feed intake on gene expression in porcine liver  (115 kg body weight)","Expression profiling by array","Sus scrofa",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47767/suppl",,,"Annie Vincent","Jan 01, 2014"
GSE47768,"Effect of selection on residual feed intake on gene expression in pig skeletal muscle (20 kg body weight)","Expression profiling by array","Sus scrofa",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47768/suppl",,,"Annie Vincent","Jan 01, 2014"
GSE47769,"Effect of selection on residual feed intake on gene expression in porcine skeletal muscle (115 kg body weight)","Expression profiling by array","Sus scrofa",23,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47769/suppl",26115262,,"Annie Vincent","Jan 01, 2014"
GSE47770,"Effect of selection on residual feed intake on gene expression in porcine subcutaneous adipose tissue (20 kg body weight)","Expression profiling by array","Sus scrofa",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47770/suppl",,,"Annie Vincent","Jan 01, 2014"
GSE47771,"Effect of selection on residual feed intake on gene expression in pig subcutaneous adipose tissue (115 kg body weight)","Expression profiling by array","Sus scrofa",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47771/suppl",,,"Annie Vincent","Jan 01, 2014"
GSE47790,"Regulation of exon definition and apoptosis by the Ewing's Sarcoma Protein","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47790/suppl",24813895,,"Maria Paola Paronetto","Jan 01, 2014"
GSE47981,"Expression profile pAP1-AP1-GR ap1cal inflorescences - time series (days)","Expression profiling by array","Arabidopsis thaliana",12,,"TXT;XML","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47981/suppl",24581456,,"Jose Luis Riechmann","Jan 01, 2014"
GSE48010,"Transcriptomic profiling of Ewing's sarcoma cell lines after knockdown of TRIP6","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48010/suppl",24033704,,"Thomas Georg Philipp Grunewald","Jan 01, 2014"
GSE48130,"Aryl hydrocarbon receptor senses bacterial pigmented virulence factors and orchestrates anti-bacterial defenses (part 1)","Expression profiling by array","Mus musculus",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48130/suppl",25119038,,"Hans-Joachim Mollenkopf","Jan 01, 2014"
GSE48132,"Aryl hydrocarbon receptor senses bacterial pigmented virulence factors and orchestrates anti-bacterial defenses (part 2)","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48132/suppl",25119038,,"Hans-Joachim Mollenkopf","Jan 01, 2014"
GSE48133,"Aryl hydrocarbon receptor senses bacterial pigmented virulence factors and orchestrates anti-bacterial defenses","Expression profiling by array","Homo sapiens;Mus musculus",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48133/suppl",25119038,,"Hans-Joachim Mollenkopf","Jan 01, 2014"
GSE48235,"Four distinct types of dehydration stress memory genes in Arabidopsis thaliana","Expression profiling by high throughput sequencing","Arabidopsis thaliana",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48235/suppl",24377444;24744238,SRP026260,"Jean-Jack M. Riethoven","Jan 01, 2014"
GSE48385,"Post-mating expression of female Drosophila melanogaster genomes experimentally evolved under different post-copulatory sexual selection regimes","Expression profiling by array","Drosophila melanogaster",32,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48385/suppl",,,"Edward H Morrrow","Jan 01, 2014"
GSE48482,"Structural genomic variation analysis in patients with bone marrow failure using Illumina Infinium SNP Arrays [Omni1-Quad]","SNP genotyping by SNP array","Homo sapiens",55,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48482/suppl",,,"Daria Babushok","Jan 01, 2014"
GSE48483,"Structural genomic variation analysis in patients with bone marrow failure using Illumina Infinium SNP Arrays [Illumina Quad610 Beadchip]","SNP genotyping by SNP array","Homo sapiens",67,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48483/suppl",,,"Daria Babushok","Jan 01, 2014"
GSE48484,"Structural genomic variation analysis in patients with bone marrow failure using Illumina Infinium SNP Arrays","SNP genotyping by SNP array","Homo sapiens",122,,,,,,"Daria Babushok","Jan 01, 2014"
GSE48523,"Gene expression signatures of C-terminal shorter RUNX1 protein hematopoietic models","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48523/suppl",25798834,,"Sandra Rodriguez-Perales","Jan 01, 2014"
GSE48650,"Expression analysis of Candida albicans following a block in mitotic exit","Expression profiling by high throughput sequencing","Candida albicans",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48650/suppl",24973462,SRP026659,"Steven Bates","Jan 01, 2014"
GSE48661,"The Arabidopsis Zinc Finger Protein 3 integrates ABA and light signaling in seed germination and plant development","Expression profiling by high throughput sequencing","Arabidopsis thaliana",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48661/suppl",24808098,SRP026682,"Balazs Horvath","Jan 01, 2014"
GSE48879,"Transcriptomic approach to renal toxicity for cisplatin treatment in Nrf2 WT/KO","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48879/suppl",24176857,,"Sang Geon Kim","Jan 01, 2014"
GSE48992,"Liver gene expression patterns in pigs as indicators of serum plasma levels and meat quality atributes","Expression profiling by array","Sus scrofa",104,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48992/suppl",,,"Romi N Pena","Jan 01, 2014"
GSE49073,"Gene expression from NMuMG cells overexpressing major satellite treated with TGFbeta","Expression profiling by array","Mus musculus",8,GDS5387,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49073/suppl",24239292,,"Sandra Peiró","Jan 01, 2014"
GSE49189,"Circulating miRNA expression after subcutaneous injection of Gram negative and positive bacteria in the mice","Non-coding RNA profiling by array","Mus musculus",21,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49189/suppl",,,"Ching-Hua Hsieh","Jan 01, 2014"
