Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE68708,"Host plant adaptation of a polyphagous herbivore shapes transcriptome of both herbivore and host","Expression profiling by array","Tetranychus urticae",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68708/suppl",26211543,,"Nicky Wybouw","Jul 21, 2015"
GSE69088,"Gene expression profiling on isogenic lines expressing wild-type and mutant forms of SMARCA2 and SMARCA4","Expression profiling by array","Homo sapiens",32,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69088/suppl",26139243,,"Parantu Shah","Jul 21, 2015"
GSE69999,"Characterization of AceA regulons in Bradyrhizobium japonicum under desiccation stress","Expression profiling by array","Bradyrhizobium diazoefficiens USDA 110;Bradyrhizobium japonicum",6,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69999/suppl",26204840,,"Woo-Suk Chang","Jul 21, 2015"
GSE70332,"ChIP-Sequencing of Shox2 and Nkx2-5 on embryonic heart","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",3,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70332/suppl",26138475,SRP059711,"Yiping Chen","Jul 21, 2015"
GSE70761,"SPINK1 promotes Colorectal Cancer progression by down regulating Metallothioneins expression","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70761/suppl",26258891,,"Chinnaiyan M Arul","Jul 21, 2015"
GSE71091,"Acute heat stress induces differential gene expressions in the small yellow follicles of a broiler-type strain of Taiwan country chickens","Expression profiling by array","Gallus gallus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71091/suppl",26587838,,"San Yuan Huang","Jul 21, 2015"
GSE71094,"Expression values from 6 time points during the regeneration of secondary vascular System (SVS)","Genome variation profiling by SNP array","Populus sp.;Populus tomentosa",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71094/suppl",,,"Fang Tang","Jul 21, 2015"
GSE71099,"Comparative analysis of gene expression profiles in prostate cancer cells after treatment by Dexamethasone or CpdA","Expression profiling by array","Homo sapiens",16,,"RDATA","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71099/suppl",,,"Ekaterina Lesovaya","Jul 21, 2015"
GSE71100,"The LIN28B/let-7 axis is a novel therapeutic pathway in Multiple Myeloma","Expression profiling by high throughput sequencing","Homo sapiens",6,,"RPKM","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71100/suppl",27773931,SRP061329,"Salomon Manier","Jul 21, 2015"
GSE71101,"Expression data from C3H10T1/2 cells treated with 3.3 nM BMP7 vs vehicle","Expression profiling by array","Mus musculus",8,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71101/suppl",26303948,,"Yu-Hua Tseng","Jul 21, 2015"
GSE71102,"Comparative analysis of gene expression profiles in lymphoma cells after treatment by Dexamethasone or CpdA","Expression profiling by array","Homo sapiens",6,,"RDATA","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71102/suppl",,,"Ekaterina Lesovaya","Jul 21, 2015"
GSE71106,"An Artificial Interfering lncRNA Mediated by Oncolytic Adenovirus Competitively Consumes OncomiRs to Exert Antitumor Efficacy in Hepatocellular Carcinoma (mRNA)","Expression profiling by array","Homo sapiens",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71106/suppl",27196772,,"Changqing Su","Jul 21, 2015"
GSE71107,"An Artificial Interfering lncRNA Mediated by Oncolytic Adenovirus Competitively Consumes OncomiRs to Exert Antitumor Efficacy in Hepatocellular Carcinoma (microRNA)","Non-coding RNA profiling by array","Homo sapiens",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71107/suppl",27196772,,"Changqing Su","Jul 21, 2015"
GSE71108,"An Artificial Interfering lncRNA Mediated by Oncolytic Adenovirus Competitively Consumes OncomiRs to Exert Antitumor Efficacy in Hepatocellular Carcinoma","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",30,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71108/suppl",27196772,,"Changqing Su","Jul 21, 2015"
GSE71117,"Chicken gut DM asymmetry","Expression profiling by array","Gallus gallus",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71117/suppl",,,"Natasza A Kurpios","Jul 21, 2015"
GSE71124,"Out-of-Sequence Signal 3 Paralyzes Primary CD4+ T Cell Dependent Immunity","Expression profiling by array","Mus musculus",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71124/suppl",26231116,,"William J Murphy","Jul 21, 2015"
GSE71127,"A transcriptome-based classifier to identify developmental toxicants by stem cell testing: design, validation, and optimization for histone deacetylase inhibitors","Expression profiling by array","Homo sapiens",85,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71127/suppl",26272509,,"Agapios Sachinidis","Jul 21, 2015"
GSE71151,"The Gonococcal Transcriptome During Infection of the Lower Genital Tract in Women","Expression profiling by high throughput sequencing","Neisseria gonorrhoeae",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71151/suppl",26244506,SRP061374,"Ryan McClure","Jul 21, 2015"
GSE71173,"Gene expression profiling of MeCP2 deficient zebrafish embryos","Expression profiling by array","Danio rerio",6,,"CALLS;PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71173/suppl",,,"Wan Ying Leong","Jul 21, 2015"
GSE42269,"A Tumor Suppressor Function of LncRNA-X in Bcr-Abl-induced Tumorigenesis","Expression profiling by array","Homo sapiens",6,,"CALLS;PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42269/suppl",24837367,,"Guijie Guo","Jul 20, 2015"
GSE47078,"RC3H1 posttranscriptionally regulates A20 mRNA and modulates the activity of the IKK/NF-kB pathway [PARCLIP]","Non-coding RNA profiling by high throughput sequencing","Homo sapiens",1,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47078/suppl",26170170,SRP022892,"Markus Landthaler","Jul 20, 2015"
GSE56006,"Expression data from control, E2f TKO, Myc KO and E2f/Myc QKO crypts","Expression profiling by array","Mus musculus",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56006/suppl",26192440,,"Gustavo W. Leone","Jul 20, 2015"
