Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE68813,"Argonaute 2 binds directly to tRNA genes and promotes gene repression in cis","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",11,,"BED;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68813/suppl",25918241;27288410,SRP058300,"keith e giles","May 17, 2015"
GSE37999,"Identification and characterization of conserved microRNAs in pepper by high-throughput sequencing","Non-coding RNA profiling by high throughput sequencing","Capsicum annuum",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37999/suppl",,SRP013212,"Chanseok Shin","May 16, 2015"
GSE47152,"Shear Stress and NOTCH1 Regulate Calcification Related Genes in Human Aortic Valve Endothelium (ChIP-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47152/suppl",,SRP022951,"Deepak Srivastava","May 16, 2015"
GSE47157,"Shear Stress and NOTCH1 Regulate Calcification Related Genes in Human Aortic Valve Endothelium (RNA-Seq)","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47157/suppl",,SRP022953,"Deepak Srivastava","May 16, 2015"
GSE47160,"Shear Stress and NOTCH1 Regulate Calcification Related Genes in Human Aortic Valve Endothelium","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,,,,,"Deepak Srivastava","May 16, 2015"
GSE50952,"Expression data from wildtype and spy-3 roots","Expression profiling by array","Arabidopsis thaliana",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50952/suppl",25267734,,"Hongchang Cui","May 16, 2015"
GSE57742,"Transcriptomic effects of the expression in Arabidopsis of a TCP15-EAR fusion controlled by its own promoter (one-color experiment)","Expression profiling by array","Arabidopsis thaliana",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57742/suppl",26574599,,"Agustin Lucas Arce","May 16, 2015"
GSE57743,"Transcriptomic effects of the expression in Arabidopsis of a TCP15-EAR fusion controlled by its own promoter (two-color experiment)","Expression profiling by array","Arabidopsis thaliana",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57743/suppl",,,"Agustin Lucas Arce","May 16, 2015"
GSE57744,"Transcriptomic effects of the expression in Arabidopsis of a TCP15-EAR fusion controlled by its own promoter","Expression profiling by array","Arabidopsis thaliana",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57744/suppl",,,"Agustin Lucas Arce","May 16, 2015"
GSE68074,"Lentiviral vector-based microRNA sponges identifies miR-155 and miR-802 target genes in the hippocampus of Ts65Dn mice","Expression profiling by array","Mus musculus",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68074/suppl",26546125,,"Xavier Bofill-De Ros","May 16, 2015"
