Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE86583,"Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis","Methylation profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Arabidopsis thaliana",20,,"GFF;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86583/suppl",29255257,SRP087631,"Xiaoqi Feng","Dec 12, 2017"
GSE88798,"Time-resolved transcriptome analysis with genetic perturbations reveals a critical time window for effective plant immunity","Expression profiling by high throughput sequencing","Arabidopsis thaliana",366,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88798/suppl",,SRP091641,"akira mine","Dec 12, 2017"
GSE92534,"ETV2 cooperates with SCL for timely gene activation during hemogenic endothelium specification [ATAC-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",3,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92534/suppl",,SRP095322,"Dan Duan","Dec 12, 2017"
GSE92535,"ETV2 cooperates with SCL for timely gene activation during hemogenic endothelium specification [RNA-Seq]","Expression profiling by high throughput sequencing","Mus musculus",16,,"DIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92535/suppl",,SRP095323,"Dan Duan","Dec 12, 2017"
GSE92536,"ETV2 cooperates with SCL for timely gene activation during hemogenic endothelium specification [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",4,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92536/suppl",,SRP095326,"Dan Duan","Dec 12, 2017"
GSE92537,"ETV2 cooperates with SCL for timely gene activation during hemogenic endothelium specification","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Mus musculus",23,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92537/suppl",,,"Dan Duan","Dec 12, 2017"
GSE95030,"‘Placeholder’ nucleosomes underlie germline-to-embryo DNA methylation reprogramming [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Danio rerio",49,,"BED;BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95030/suppl",29456083,SRP100175,"Patrick Murphy","Dec 12, 2017"
GSE95031,"‘Placeholder’ nucleosomes underlie germline-to-embryo DNA methylation reprogramming [RNA-Seq]","Expression profiling by high throughput sequencing","Danio rerio",12,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95031/suppl",29456083,SRP100178,"Patrick Murphy","Dec 12, 2017"
GSE95032,"‘Placeholder’ nucleosomes underlie germline-to-embryo DNA methylation reprogramming [RRBS]","Methylation profiling by high throughput sequencing","Danio rerio",25,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95032/suppl",29456083,SRP100179,"Patrick Murphy","Dec 12, 2017"
GSE95033,"‘Placeholder’ nucleosomes underlie germline-to-embryo DNA methylation reprogramming","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Danio rerio",86,,,,29456083,,"Patrick Murphy","Dec 12, 2017"
GSE95753,"Transcriptome analysis of single cells from the mouse dentate gyrus","Expression profiling by high throughput sequencing","Mus musculus",7989,,,,29335606,,"Sten Linnarsson","Dec 12, 2017"
GSE100754,"Capturing the Interactome of Newly Transcribed RNA (PAR-CLIP)","Other","Homo sapiens",4,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100754/suppl",29431736,SRP110995,"Xiangpeng Guo","Dec 12, 2017"
GSE100755,"Capturing the Interactome of Newly Transcribed RNA (RICK)","Other","Homo sapiens",7,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100755/suppl",29431736,SRP110996,"Xiangpeng Guo","Dec 12, 2017"
GSE100756,"Capturing the Interactome of Newly Transcribed RNA","Other","Homo sapiens",11,,"BED;BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100756/suppl",29431736,,"Xiangpeng Guo","Dec 12, 2017"
GSE101972,"RNA-seq analysis of the role of HBO1 (KAT7/MYST2) in the ovarian cancer cell line UWB1.289.","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101972/suppl",,SRP113713,"Paul Webb","Dec 12, 2017"
GSE103462,"Analysis of gene expression in the wild type and rel- strains of Synechococcus elongatus PCC7942 with RNA sequencing during constant light conditions","Expression profiling by high throughput sequencing","Synechococcus elongatus PCC 7942",8,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103462/suppl",,SRP117070,"Anna M Puszynska","Dec 12, 2017"
GSE103463,"Analysis of gene expression in the rel- + relA+ and  rel- + relAE335Q strains of Synechococcus elongatus PCC7942 with RNA sequencing during constant light conditions","Expression profiling by high throughput sequencing","Synechococcus elongatus PCC 7942",8,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103463/suppl",,SRP117071,"Anna M Puszynska","Dec 12, 2017"
GSE103606,"ppGpp controls global gene expression in light and in darkness in S. elongatus","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Synechococcus elongatus PCC 7942",106,,,,,,"Anna M Puszynska","Dec 12, 2017"
