Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE47117,"3' RNA-Seq (3'SEQ) analysis gene expression profiling at G1-S transition in human embryonic stem cells (hESCs) and hESC-derived endoderm cells","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47117/suppl",,SRP022920,"Edward Chuong","May 14, 2014"
GSE48032,"The ABRF Next-Generation Sequencing Study (ABRF-NGS): Multi-platform and cross-methodological reproducibility of transcriptome profiling by RNA-seq [454 GS FLX Titanium]","Expression profiling by high throughput sequencing","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48032/suppl",,SRP026123,"Christopher E Mason","May 14, 2014"
GSE48033,"The ABRF Next-Generation Sequencing Study (ABRF-NGS): Multi-platform and cross-methodological reproducibility of transcriptome profiling by RNA-seq [Ion Torrent PGM]","Expression profiling by high throughput sequencing","Homo sapiens;synthetic construct",21,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48033/suppl",,SRP026124,"Christopher E Mason","May 14, 2014"
GSE48034,"The ABRF Next-Generation Sequencing Study (ABRF-NGS): Multi-platform and cross-methodological reproducibility of transcriptome profiling by RNA-seq [Ion Torrent Proton]","Expression profiling by high throughput sequencing","Homo sapiens",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48034/suppl",,SRP026125,"Christopher E Mason","May 14, 2014"
GSE48035,"The ABRF Next-Generation Sequencing Study (ABRF-NGS): Multi-platform and cross-methodological reproducibility of transcriptome profiling by RNA-seq [Illumina HiSeq 2500]","Expression profiling by high throughput sequencing","Homo sapiens",62,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48035/suppl",26826130,SRP026126,"Christopher E Mason","May 14, 2014"
GSE48424,"Severe preeclampsia: new blood circulating biomarkers","Expression profiling by array","Homo sapiens",36,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48424/suppl",24349325,,"Julien Textoris","May 14, 2014"
GSE49822,"Gene expression data of pHGG tumor samples","Expression profiling by array","Homo sapiens",22,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49822/suppl",24183680,,"Marcel Kool","May 14, 2014"
GSE51065,"Proteomic and Genomic Analysis of transcription factor TFII-I reveals insight into the response to cellular stress","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51065/suppl",24875474,SRP030131,"Giorgio L Papadopoulos","May 14, 2014"
GSE51264,"Conserved expression of lincRNA during human and macaque prefrontal cortex development and maturation","Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing","Homo sapiens;Macaca mulatta",78,,"GTF;TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51264/suppl",24847104,SRP030628,"Zhisong He","May 14, 2014"
GSE51440,"Guselkumab (interleukin-23-specific monoclonal antibody) demonstrates clinical and molecular response in moderate-to-severe psoriasis","Expression profiling by array","Homo sapiens",59,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51440/suppl",24679469,,"K Li","May 14, 2014"
GSE54527,"wt yeast expression changes in low phosphate conditions","Expression profiling by array","Saccharomyces cerevisiae",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54527/suppl",24952590,,"Philip Lijnzaad","May 14, 2014"
GSE54528,"Heatshock-Coldshock","Expression profiling by array","Saccharomyces cerevisiae",22,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54528/suppl",24952590,,"Philip Lijnzaad","May 14, 2014"
GSE54529,"ChIP-seq mapping of Drosophila TFIIIC (dTFIIIC220; CG7099) and SMC containing complexes in Kc167 cells","Genome binding/occupancy profiling by high throughput sequencing","Drosophila melanogaster",16,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54529/suppl",24981874,SRP036067,"Kevin Van Bortle","May 14, 2014"
GSE54539,"wt expression changes in deletion strain-conditioned media","Expression profiling by array","Saccharomyces cerevisiae",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54539/suppl",24952590,,"Philip Lijnzaad","May 14, 2014"
GSE55915,"Gene Expression profiles of colon from Hif-1α+/+, Hif-1αLSL/LSL","Expression profiling by array","Mus musculus",2,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55915/suppl",24875099,,"XIANG XUE","May 14, 2014"
GSE56777,"Expression data of E13.5 mouse Blood Brain Barrier and lung endothelial cells","Expression profiling by array","Mus musculus",8,GDS5417,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56777/suppl",24828040,,"Meeta Mistry","May 14, 2014"
GSE57423,"Expression data from embryonic day 15.5 atrioventricular canal regions were isolated from Scx-/- and Scx+/+ mice.","Expression profiling by high throughput sequencing","Mus musculus",6,,"TXT;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57423/suppl",24983472,SRP041767,"Damien Barnette","May 14, 2014"
GSE57491,"Stability of gene expression and epigenetic profiles highlights the utility of patient-derived paediatric acute lymphoblastic leukaemia xenografts for investigatoing molecular mechanisms of drug resistance (expression)","Expression profiling by array","Homo sapiens",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57491/suppl",24885906,,"Nicholas C Wong","May 14, 2014"
GSE57581,"Stability of gene expression and epigenetic profiles highlights the utility of patient-derived paediatric acute lymphoblastic leukaemia xenografts for investigatoing molecular mechanisms of drug resistance (methylation)","Methylation profiling by array","Homo sapiens",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57581/suppl",24885906,,"Nicholas C Wong","May 14, 2014"
GSE57606,"Gene Expression Changes in the Development of the Soybean Seed-Cotyledon Stage","Expression profiling by high throughput sequencing","Glycine max",30,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57606/suppl",,SRP041932,"John Harada","May 14, 2014"
GSE57613,"Hypoxia regulates alternative splicing of HIF and non-HIF target genes","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57613/suppl",24850901,,"Cheng-Jun Hu","May 14, 2014"
