Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE81103,"Altered Neocortical Gene Expression, Brain Overgrowth and Functional Over-Connectivity in Chd8 Haploinsufficient Mice","Expression profiling by high throughput sequencing","Mus musculus",12,,,,,SRP074361,"Albert Basson","Apr 24, 2018"
GSE94578,"Long ncRNA Landscape in the Ileum of Treatment Naïve Early Onset Crohn Disease","Expression profiling by high throughput sequencing","Homo sapiens",3,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94578/suppl",29361088,SRP098939,"Tzipi Braun","Apr 24, 2018"
GSE97131,"Chromatin-associated RNA sequencing (ChAR-seq) maps genome-wide RNA-to-DNA contacts","Other","Drosophila melanogaster",5,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97131/suppl",29648534,SRP102609,"Aaron Straight","Apr 24, 2018"
GSE97953,"Rif1 Binding and Control of Chromosome-Internal DNA Replication Origins Is Limited by Telomere sequestration","Genome binding/occupancy profiling by high throughput sequencing;Other","Saccharomyces cerevisiae",40,,"BIGWIG;BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97953/suppl",,SRP104236,"Lukas Hafner","Apr 24, 2018"
GSE98110,"Exosome-mediated direct conversion of human fibroblasts into neural progenitor-like cells [MBD-seq]","Methylation profiling by high throughput sequencing","Homo sapiens",3,,"BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98110/suppl",,SRP105075,"Yong Seung Lee","Apr 24, 2018"
GSE98111,"Exosome-mediated direct conversion of human fibroblasts into neural progenitor-like cells [RNA-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98111/suppl",,SRP105076,"Yong Seung Lee","Apr 24, 2018"
GSE98112,"Exosome-mediated direct conversion of human fibroblasts into neural progenitor-like cells [ncRNA-Seq]","Non-coding RNA profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98112/suppl",,SRP105077,"Yong Seung Lee","Apr 24, 2018"
GSE98113,"Exosome-mediated direct conversion of human fibroblasts into neural progenitor-like cells [WTS]","Expression profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98113/suppl",,SRP105079,"Yong Seung Lee","Apr 24, 2018"
GSE98115,"Exosome-mediated direct conversion of human fibroblasts into neural progenitor-like cells","Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",9,,"BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98115/suppl",,,"Yong Seung Lee","Apr 24, 2018"
GSE98126,"Mapping the chemotherapy-induced RNA interactome in Glioblastoma [RNA-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98126/suppl",,SRP105292,"Arnaud Muller","Apr 24, 2018"
GSE98127,"Mapping the chemotherapy-induced RNA interactome in Glioblastoma [smallRNA-Seq]","Non-coding RNA profiling by high throughput sequencing","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98127/suppl",,SRP105169,"Arnaud Muller","Apr 24, 2018"
