Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE12504,"Hearts after off-pump coronary revascularization surgery and on-pump coronary artery bypass grafting","Expression profiling by array","Homo sapiens",20,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12504/suppl",20332183,,"Mohamed T. Ghorbel","Jun 22, 2010"
GSE17179,"Definition of the Pseudomonas aeruginosa Anr and Dnr Regulons","Expression profiling by array","Pseudomonas aeruginosa",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17179/suppl",20553552,,"Max Schobert","Jun 22, 2010"
GSE17501,"Nuclear Matrix Association in Proliferative and Invasive Cytotrophoblasts","Expression profiling by array;Genome binding/occupancy profiling by genome tiling array","Homo sapiens",8,,"PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17501/suppl",20346505,,"Stephen A Krawetz","Jun 22, 2010"
GSE17591,"Potential Differences in the Metabolic Status of Geobacter sulfurreducens at Different Depths in Anode Biofilms","Expression profiling by array","Geobacter sulfurreducens",2,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17591/suppl",20033069,,"Ashley Edwin Franks","Jun 22, 2010"
GSE18911,"RNA expression profiles in CD34+ and in stromal cells of patients with refractory anemia with ringed sideroblasts","Expression profiling by array","Homo sapiens",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18911/suppl",20633296,,"Yuri Barros Moreira","Jun 22, 2010"
GSE19601,"Gene expression profiling in murine Smad-deficient CD4+ T cells stimulated with TGF-b","Expression profiling by array","Mus musculus",8,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19601/suppl",20548029,,"Tomohito Takimoto","Jun 22, 2010"
GSE20079,"Nitrate Stress in Desulfovibrio vulgaris Hildenborough","Expression profiling by array","Desulfovibrio vulgaris str. Hildenborough",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20079/suppl",20445634,,"Adam P. Arkin","Jun 22, 2010"
GSE20532,"Induction of pluripotency in human cord blood unrestricted somatic stem cells","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20532/suppl",20541586,,"Marcos J Araúzo-Bravo","Jun 22, 2010"
GSE20934,"Expression data from cord blood derived CD4+ CD25+ (Treg) and CD4+ CD25- (Thelper) cells, both while resting & after stimulation","Expression profiling by array","Homo sapiens",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20934/suppl",20554955,,"Steve Pederson","Jun 22, 2010"
GSE20995,"Genome wide FOXP3 binding sites in human cord blood derived CD4+CD25+ natural T regulatory cells (nTreg)","Genome binding/occupancy profiling by genome tiling array","Homo sapiens",7,,"BED;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20995/suppl",20554955,,"Steve Pederson","Jun 22, 2010"
