Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE34404,"The genomic architecture of host whole blood transcriptional response to malaria infection","Expression profiling by array","Homo sapiens",155,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34404/suppl",22949651,,"Youssef Idaghdour","Sep 04, 2012"
GSE35415,"UTX regulated genes in mouse embryonic stem cells","Expression profiling by array","Mus musculus",4,GDS5465,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35415/suppl",22949634,,"Chaochen Wang","Sep 04, 2012"
GSE35873,"Affymetrix SNP array data for breast cancer formation in mouse","Genome variation profiling by SNP array;Genome binding/occupancy profiling by SNP array","Mus musculus",8,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35873/suppl",22935085,,"Christoph Standfuß","Sep 04, 2012"
GSE36232,"RNA-Sequencing from ventral mid brain and striatum of paraquat, pyridaben and paraquat+maneb mice models of Parkinson's disease.","Expression profiling by high throughput sequencing","Mus musculus",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36232/suppl",22563483,SRP011204,"Seema Gollamudi","Sep 04, 2012"
GSE36458,"Affymetrix SNP 6.0 array data for colon, gastric and esophageal adenocarcinoma cancer types","Genome variation profiling by SNP array","Homo sapiens",331,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36458/suppl",22751462,,"Steven E Schumacher","Sep 04, 2012"
GSE36459,"Affymetrix 250K StyI SNP array data for gastric and esophageal adenocarcinoma cancer types","Genome variation profiling by SNP array","Homo sapiens",87,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36459/suppl",22751462,,"Steven E Schumacher","Sep 04, 2012"
GSE36936,"Gene Expression in the Human Mammary Epithelium during Initiation of Lactation.","Expression profiling by array","Homo sapiens",105,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36936/suppl",22649065;23880316,,"Mahmoud Ali Mohammad","Sep 04, 2012"
GSE37202,"Evolutionary Significance of DNA Methylation in Human and Chimpanzee Brains","Methylation profiling by high throughput sequencing","Homo sapiens;Pan troglodytes",6,,"GFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37202/suppl",22922032,SRP012161,"Jia Zeng","Sep 04, 2012"
GSE37226,"LMN-1-DamID in N2 and set-25(n5021) met-2(n4256) mutant early C. elegans embryos","Other","Caenorhabditis elegans",6,,"PAIR;TAB","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37226/suppl",22939621,,"Dimos Gaidatzis","Sep 04, 2012"
GSE38144,"Adiponectin regulates expression of hepatic genes critical for glucose and lipid metabolism.","Expression profiling by high throughput sequencing","Mus musculus",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38144/suppl",22904186,SRP013331,"Qingqing Liu","Sep 04, 2012"
