Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE16271,"Dm_CME-W1-Cl.8p_TotalRNA_p200_060-062-064_38bp","Expression profiling by genome tiling array;Non-coding RNA profiling by genome tiling array","Drosophila melanogaster",3,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16271/suppl",21179090;21177962,,"DCC modENCODE","Jun 02, 2009"
GSE16272,"Dm_GM2_TotalRNA_p200_008-010-012_38bp","Expression profiling by genome tiling array;Non-coding RNA profiling by genome tiling array","Drosophila melanogaster",3,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16272/suppl",21179090;21177962,,"DCC modENCODE","Jun 02, 2009"
GSE16273,"Dm_Kc167_TotalRNA_p200_002-004-006_38bp","Expression profiling by genome tiling array;Non-coding RNA profiling by genome tiling array","Drosophila melanogaster",3,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16273/suppl",21179090;21177962,,"DCC modENCODE","Jun 02, 2009"
GSE16274,"Dm_ML-DmBG1-c2_TotalRNA_p200_116-118-120_38bp","Expression profiling by genome tiling array;Non-coding RNA profiling by genome tiling array","Drosophila melanogaster",3,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16274/suppl",21179090;21177962,,"DCC modENCODE","Jun 02, 2009"
GSE16275,"Dm_ML-DmBG3-c2_TotalRNA_p200_122-124-126_38bp","Expression profiling by genome tiling array;Non-coding RNA profiling by genome tiling array","Drosophila melanogaster",3,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16275/suppl",21179090;21177962,,"DCC modENCODE","Jun 02, 2009"
GSE16276,"Dm_ML-DmD11_TotalRNA_p200_170-172-174_38bp","Expression profiling by genome tiling array;Non-coding RNA profiling by genome tiling array","Drosophila melanogaster",3,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16276/suppl",21179090;21177962,,"DCC modENCODE","Jun 02, 2009"
GSE16277,"Dm_DmD17-c3_TotalRNA_p200_194-196-198_38bp","Expression profiling by genome tiling array;Non-coding RNA profiling by genome tiling array","Drosophila melanogaster",3,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16277/suppl",21179090;21177962,,"DCC modENCODE","Jun 02, 2009"
GSE16278,"Dm_DmD20-c2_TotalRNA_p200_182-184-186_38bp","Expression profiling by genome tiling array;Non-coding RNA profiling by genome tiling array","Drosophila melanogaster",3,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16278/suppl",21179090;21177962,,"DCC modENCODE","Jun 02, 2009"
GSE16279,"Dm_DmD20-c5_TotalRNA_p200_188-190-192_38bp","Expression profiling by genome tiling array;Non-coding RNA profiling by genome tiling array","Drosophila melanogaster",3,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16279/suppl",21179090;21177962,,"DCC modENCODE","Jun 02, 2009"
GSE16280,"Dm_DmD21_TotalRNA_p200_050-052-054_38bp","Expression profiling by genome tiling array;Non-coding RNA profiling by genome tiling array","Drosophila melanogaster",3,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16280/suppl",21179090;21177962,,"DCC modENCODE","Jun 02, 2009"
GSE16281,"Dm_DmD32_TotalRNA_p200_164-166-168_38bp","Expression profiling by genome tiling array;Non-coding RNA profiling by genome tiling array","Drosophila melanogaster",3,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16281/suppl",21179090;21177962,,"DCC modENCODE","Jun 02, 2009"
GSE16282,"Dm_DmD4-c1_TotalRNA_p200_140-142-144_38bp","Expression profiling by genome tiling array;Non-coding RNA profiling by genome tiling array","Drosophila melanogaster",3,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16282/suppl",21179090;21177962,,"DCC modENCODE","Jun 02, 2009"
