Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE37768,"Expression data in lung tissue from moderate COPD patients, healthy smokers and nonsmokers","Expression profiling by array","Homo sapiens",38,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37768/suppl",,,"Ricardo Bastos","Aug 25, 2016"
GSE50193,"ARTs versus developmental plasticity: blastocyst abnormalities after ICSI and embryo culture do not propagate into the offspring in mice","Expression profiling by array","Mus musculus",14,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50193/suppl",,,"Marcos J Araúzo-Bravo","Aug 25, 2016"
GSE50657,"PARVA promotes invasion through inducing phosphorylation of ILK signaling in lung cancer","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50657/suppl",25738875,,"Sung-Liang Yu","Aug 25, 2016"
GSE50658,"Two faces of polarized macrophages: differential effects of M1 and M2 macrophage subtypes on lung cancer progression","Expression profiling by array","Homo sapiens",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50658/suppl",26399191,,"Sung-Liang Yu","Aug 25, 2016"
GSE50659,"HOXA5 inhibits metastasis and associates with prolonged survival in lung cancer","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50659/suppl",25875824,,"Sung-Liang Yu","Aug 25, 2016"
GSE65464,"Changes in global gene expression in SIN1 knock-out murine epithelial fibroblasts","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65464/suppl",27570073,,"Estela Jacinto","Aug 25, 2016"
GSE66883,"Ketogenesis: An Achilles' heel of starvation-selected persistent mycobacteria","Expression profiling by high throughput sequencing","Mycobacterium bovis BCG str. Pasteur 1173P2",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66883/suppl",,SRP056155,"Duanduan Ma","Aug 25, 2016"
GSE74090,"Dynamics of chromatin maturation after genome replication","Genome binding/occupancy profiling by high throughput sequencing","Saccharomyces cerevisiae",93,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74090/suppl",,SRP064904,"Marta Radman-Livaja","Aug 25, 2016"
GSE74216,"Application of the TGx-28.65 toxicogenomics biomarker to classify genotoxic and non-genotoxic chemicals in human TK6 cells in the presence of rat liver S9","Expression profiling by array","Homo sapiens",31,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74216/suppl",26946220,,"Julie Buick","Aug 25, 2016"
GSE75367,"HER2 expression identifies dynamic functional states within circulating breast cancer cells","Expression profiling by high throughput sequencing","Homo sapiens",74,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75367/suppl",27556950,SRP066632,"Ben S. Wittner","Aug 25, 2016"
GSE75879,"Expression data from control and Med12-deficient hematopoietic stem cells and progenitors","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75879/suppl",27570068,,"Beatriz Aranda-Orgilles","Aug 25, 2016"
GSE75914,"Genome-wide characterization of MED12 occupancy in human CD34+ cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;TDF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75914/suppl",27570068,SRP067255,"Beatriz Aranda-Orgilles","Aug 25, 2016"
GSE76052,"Histone chromatin modifications in control and Med12-deficient mouse HSPCs","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",26,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76052/suppl",27570068,SRP067430,"Beatriz Aranda-Orgilles","Aug 25, 2016"
GSE76053,"Med12 and p300 chips in HSPCs","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",7,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76053/suppl",27570068,SRP067431,"Beatriz Aranda-Orgilles","Aug 25, 2016"
GSE76054,"4C-seq analysis of the c-Kit locus","Other","Mus musculus",6,,"CSV;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76054/suppl",27570068,SRP067432,"Beatriz Aranda-Orgilles","Aug 25, 2016"
GSE76055,"Regulation of enhancer dynamics by MED12","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens;Mus musculus",48,,"BW;CEL;TDF;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76055/suppl",27570068,,"Beatriz Aranda-Orgilles","Aug 25, 2016"
GSE76188,"RNAPol2 accounts for tumor cells liability to JQ1 [Affymetrix]","Expression profiling by array","Homo sapiens",6,,"CEL;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76188/suppl",27443262,,"stefano campaner","Aug 25, 2016"
GSE76191,"RNAPol2 accounts for tumor cells liability to JQ1 [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",22,,"BED;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76191/suppl",27443262,SRP067702,"stefano campaner","Aug 25, 2016"
GSE76192,"RNAPol2 accounts for tumor cells liability to JQ1","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",28,,"BED;CEL;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76192/suppl",27443262,,"stefano campaner","Aug 25, 2016"
GSE76198,"Cell type-specific alternative splicing of cytoskeletal domains governs cell fate in the developing cerebral cortex","Expression profiling by high throughput sequencing","Mus musculus",4,,"FPKM_TRACKING","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76198/suppl",27565344,SRP067628,"Xiaochang Zhang","Aug 25, 2016"
GSE76739,"Implication of Long noncoding RNAs in the endothelial cell response to hypoxia II.","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76739/suppl",27063004,,"Fabio Martelli","Aug 25, 2016"
GSE76741,"Implication of Long noncoding RNAs in the endothelial cell response to hypoxia I.","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76741/suppl",27063004,,"Fabio Martelli","Aug 25, 2016"
GSE76743,"Implication of Long noncoding RNAs in the endothelial cell response to hypoxia revealed by RNA-sequencing.","Expression profiling by high throughput sequencing","Homo sapiens",8,,"TXT;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76743/suppl",27063004,SRP068307,"Fabio Martelli","Aug 25, 2016"
GSE77869,"Direct GR binding sites potentiate clusters of TF binding across the human genome","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"NARROWPEAK","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77869/suppl",,SRP070053,"Gregory Crawford","Aug 25, 2016"
GSE79224,"C4b-binding protein protects beta-cells from islet amyloid polypeptide induced cytotoxicity.","Expression profiling by array","Rattus norvegicus",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79224/suppl",27566545,,"Petter Storm","Aug 25, 2016"
GSE79384,"Dynamics of nucleosome positioning maturation following genomic replication","Expression profiling by array","Saccharomyces cerevisiae",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79384/suppl",,,"Marta Radman-Livaja","Aug 25, 2016"
GSE79424,"Direct GR binding sites potentiate clusters of TF binding across the human genome [1]","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79424/suppl",27565349,SRP072177,"Christopher Vockley","Aug 25, 2016"
GSE79425,"Direct GR binding sites potentiate clusters of TF binding across the human genome [2]","Other","Homo sapiens",6,,"BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79425/suppl",,SRP072102,"Christopher Vockley","Aug 25, 2016"
GSE79426,"Direct GR binding sites potentiate clusters of TF binding across the human genome [3]","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79426/suppl",,SRP072101,"Christopher Vockley","Aug 25, 2016"
GSE79427,"Direct GR binding sites potentiate clusters of TF binding across the human genome [4]","Other","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79427/suppl",,SRP072105,"Christopher Vockley","Aug 25, 2016"
GSE79428,"Direct GR binding sites potentiate clusters of TF binding across the human genome [5]","Expression profiling by high throughput sequencing","Homo sapiens",6,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79428/suppl",,SRP072107,"Christopher Vockley","Aug 25, 2016"
GSE79429,"Direct GR binding sites potentiate clusters of TF binding across the human genome [6]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79429/suppl",,SRP072111,"Christopher Vockley","Aug 25, 2016"
GSE79430,"Direct GR binding sites potentiate clusters of TF binding across the human genome [7]","Other","Homo sapiens",7,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79430/suppl",,SRP072109,"Christopher Vockley","Aug 25, 2016"
GSE79431,"Direct GR binding sites potentiate clusters of TF binding across the human genome [8]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79431/suppl",,SRP072113,"Christopher Vockley","Aug 25, 2016"
GSE79432,"Direct GR binding sites potentiate clusters of TF binding across the human genome","Expression profiling by high throughput sequencing;Other;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",40,,"BED;BEDGRAPH;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79432/suppl",,,"Christopher Vockley","Aug 25, 2016"
GSE79500,"Isolation and next generation sequencing of epididymal extracellular vesicles reveals segmental patterns of miRNA expression and a potential mechanism for modification of the sperm epigenome.","Non-coding RNA profiling by high throughput sequencing","Mus musculus",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79500/suppl",27549865,SRP072191,"Brett Nixon","Aug 25, 2016"
