Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE74776,"Expression analysis of zebrafish liver after exposure in naphthalene","Expression profiling by array","Danio rerio",6,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74776/suppl",,,"Hongshan Chen","Nov 07, 2015"
GSE74780,"Expression data from WT and Klrc1-/- CD8+ T cells","Expression profiling by array","Mus musculus",15,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74780/suppl",26680205,,"Aaron Rapaport","Nov 07, 2015"
GSE74781,"Screen mRNAs specifically regulated by mTORC1 in calvarial osteoblasts from mice","Expression profiling by array","Mus musculus",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74781/suppl",,,"Bin Huang","Nov 07, 2015"
GSE74784,"Gene expression of fly testes with Med22 knock down","Expression profiling by array","Drosophila melanogaster",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74784/suppl",,,"Chenggang Lu","Nov 07, 2015"
GSE74786,"The Immunobiology of Aging","Expression profiling by array","Homo sapiens",210,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74786/suppl",,,"weiqi wang","Nov 07, 2015"
GSE57737,"The diatom Thalassiosira pseudonana grown at [normal and elevated CO2] x [normal and elevated light]","Expression profiling by array","Thalassiosira pseudonana",48,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57737/suppl",,,"Justin Ashworth","Nov 06, 2015"
GSE60978,"mRNA and miRNA expression profiles for fresh frozen periampullary adenocarcinomas (pancreatobiliary and intestinal type) and adjacent normal tissues. [miRNA]","Non-coding RNA profiling by array","Homo sapiens",89,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60978/suppl",25579086,,"Vandana Sandhu","Nov 06, 2015"
GSE60979,"mRNA and miRNA expression profiles for fresh frozen periampullary adenocarcinomas (pancreatobiliary and intestinal type) and adjacent normal tissues. [mRNA]","Expression profiling by array","Homo sapiens",93,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60979/suppl",25579086,,"Vandana Sandhu","Nov 06, 2015"
GSE60980,"mRNA and miRNA expression profiles for fresh frozen periampullary adenocarcinomas (pancreatobiliary and intestinal type) and adjacent normal tissues.","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",182,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60980/suppl",25579086,,"Vandana Sandhu","Nov 06, 2015"
GSE63106,"Assessing transcriptionally functional CpGs in articular cartilage","Methylation profiling by array","Homo sapiens",62,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63106/suppl",,,"Wouter den Hollander","Nov 06, 2015"
GSE64464,"CBP occupancy in Drosophila S2 cells","Genome binding/occupancy profiling by high throughput sequencing","Drosophila melanogaster",4,,"SGR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64464/suppl",26604986,SRP051502,"Mattias Mannervik","Nov 06, 2015"
GSE64863,"microRNAs and isomiRs repertoire in poricne endometrium revealed by Illumina sequencing","Non-coding RNA profiling by high throughput sequencing","Sus scrofa",30,,"TXT;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64863/suppl",26546342,SRP052027,"Monika M Kaczmarek","Nov 06, 2015"
GSE65613,"Mechanosensitive proteins are sensitized in myelinated afferents following in vivo inflammation","Expression profiling by array","Mus musculus",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65613/suppl",,,"Andy Weyer","Nov 06, 2015"
