Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE3329,"2,4-dibencilaminoquinazoline induced apoptosis in three human cancer cell lines","Expression profiling by array","Homo sapiens",12,GDS1712,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3329/suppl",,,"Raquel Malumbres","Sep 21, 2005"
GSE3330,"Combined Expression Trait Correlations and Expression Quantitative Trait Locus Mapping","Expression profiling by array","Mus musculus",120,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3330/suppl",16424919,,"Alan D Attie","Sep 21, 2005"
GSE3335,"Saccharomyces cerevisiae Sko1-HA strain MAP37, W303-1A background","Genome binding/occupancy profiling by genome tiling array","Saccharomyces cerevisiae",3,,,,16087739,,"Francis D Gibbons","Sep 21, 2005"
GSE3341,"K14Cre; Brca2F/F; p53F/F tumor analysis","Genome variation profiling by genome tiling array","Mus musculus",4,,,,14707179;16361265,,"Daoud Sie","Sep 21, 2005"
GSE1781,"Burn-CLP","Expression profiling by array","Rattus norvegicus",9,GDS2235,,,17009336,,"Muralikrishna Vemula","Sep 20, 2005"
GSE2357,"CFTR dependent response","Expression profiling by array","Homo sapiens",32,,,,16177360,,"Nina Reiniger","Sep 20, 2005"
GSE2414,"Transcriptional profiling of EBV gene in nasal NK/T lymphoma and chronic active EBV infection","Expression profiling by array","Human gammaherpesvirus 4",9,,,,16449999,,"Junko H Ohyashiki","Sep 20, 2005"
GSE2744,"MMP qualitative and quantitative mass spectrometry","Other","Methanococcus maripaludis;Methanococcus maripaludis S2",2,,,,16452419;16489187,,"Murray Hackett","Sep 20, 2005"
GSE2745,"MMP101","Expression profiling by array","Methanococcus maripaludis",16,,,,16452419;16489187,,"John Leigh","Sep 20, 2005"
GSE3142,"Molecular signatures in skin","Expression profiling by array","Mus musculus",10,GDS1323,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3142/suppl",16162033,,"Michael Rendl","Sep 20, 2005"
GSE3323,"Nla18/DK1622","Expression profiling by array","Myxococcus xanthus",5,,,,16484184,,"Mitchell Singer","Sep 20, 2005"
GSE3325,"Integrative Genomic and Proteomic Analysis of Prostate Cancer Reveals Signatures of Metastatic Progression","Expression profiling by array","Homo sapiens",19,GDS1439,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3325/suppl",16286247,,"Jianjun Yu","Sep 20, 2005"
GSE3167,"Classification of carcinoma in situ lesions in human bladder cancer","Expression profiling by array","Homo sapiens",60,GDS1479,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3167/suppl",15173019,,"Lars Dyrskjot","Sep 19, 2005"
GSE3291,"Gene expression in the oocyte at primary follicle stage","Expression profiling by array","Mus musculus",8,,,,16168984,,"Hua Pan","Sep 19, 2005"
GSE2375,"Undifferentiated mouse embryonic stem cells, differentiated nestin-positive cells and fibroblast feeder layer.","Expression profiling by array","Mus musculus",11,,"CEL;EXP;RPT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2375/suppl",18203677,,"Martin Zenke","Sep 17, 2005"
GSE3305,"Age alters the gene expression profiles of rat oculomotor nucleus and spinal cord","Expression profiling by array","Rattus norvegicus",18,GDS1280,,,,,"Colleen A McMullen","Sep 17, 2005"
GSE3309,"Aging extraocular muscles: shifts in gene expression patterns","Expression profiling by array","Rattus norvegicus",24,GDS1279,,,,,"Colleen A McMullen","Sep 17, 2005"
GSE3310,"Aging laryngeal muscle: shifts in gene expression patterns and function","Expression profiling by array","Rattus norvegicus",9,GDS1278,,,,,"Colleen A McMullen","Sep 17, 2005"
GSE3319,"Anti-IFN antibody 16 array set","Expression profiling by array","Homo sapiens",16,,,,16127458,,"Stanford Microarray Database (SMD)","Sep 17, 2005"
GSE3321,"Differential Expression of Novel Potential Regulators in Hematopoietic Stem Cells.","Expression profiling by array","Mus musculus",18,,,,16151515;20098702,,"Stanford Microarray Database (SMD)","Sep 17, 2005"
GSE3322,"Differential protein expression by Porphyromonas gingivalis in response to secreted epithelial cell components","Other","Porphyromonas gingivalis",1,,,,15619293,,"Murray Hackett","Sep 17, 2005"
GSE1772,"Soleus muscle","Expression profiling by array","Mus musculus",4,GDS1318,,,16199803,,"Ola Axel Hansson","Sep 16, 2005"
GSE2325,"c-Myc responsive genes","Expression profiling by array","Mus musculus",1,,,,,,"Alexandra Geraldine Dace","Sep 16, 2005"
GSE3168,"Genes modulated by DNA demethylation in UM1 cells","Expression profiling by array","Homo sapiens",9,,"TIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3168/suppl",,,"Takanori Tsuji","Sep 16, 2005"
GSE3191,"Use of array CGH in the diagnosis of patients with mental retardation","Genome variation profiling by genome tiling array","Homo sapiens",272,,,,16175506,,"Joris Andre Veltman","Sep 16, 2005"
GSE3303,"Gene Expression Profiles of Intact and Regenerating Zebrafish Retina","Expression profiling by array","Danio rerio",12,GDS1404,,,16205622,,"David A Cameron","Sep 16, 2005"
GSE3234,"Bone marrow and hematopoietic stem cells","Expression profiling by array","Mus musculus",32,,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3234/suppl",,,"Ontario Genomics Innovation Centre (OGIC)","Sep 15, 2005"
GSE2403,"Stable and Progressive B-CLL","Expression profiling by array","Homo sapiens",21,GDS1388,,,16038780,,"Susann Fält","Sep 14, 2005"
GSE3250,"BW25113 glucose to acetate transition ","Expression profiling by array","Escherichia coli",81,,,,16141204,,"Katy Kao","Sep 14, 2005"
GSE3284,"A network-based analysis of systemic inflammation in humans","Expression profiling by array","Homo sapiens",110,GDS1579,"CEL;EXP;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3284/suppl",16136080;20233835,,"Wenzhong Xiao, Inflammation & the Host Response to Injury","Sep 14, 2005"
GSE3297,"Laparoscopic Donor Nephrectomy Gene Expression Profiling Compared to Healthy Control Kidneys","Expression profiling by array","Homo sapiens",12,GDS1438,,,16278587,,"Sunil Kurian","Sep 14, 2005"
GSE1751,"Human blood expression for Huntington's disease versus control","Expression profiling by array","Homo sapiens",31,GDS1331,,,16043692,,"Dimitri Krainc","Sep 13, 2005"
GSE3012,"Copy number aberrations in mouse breast tumors reveal loci and genes important in tumorigenic RTK signaling","Genome variation profiling by genome tiling array","Mus musculus",166,,,,16266989,,"Graeme Hodgson","Sep 13, 2005"
GSE3289,"Chronic hypoxia alters the level, maturation and control of gene expression in mouse kidney","Expression profiling by array","Mus musculus",18,,,,16934745,,"Dumitru Andrei Iacobas","Sep 13, 2005"
GSE3290,"Expression profiling in perinatal Ductus Arteriosus (DA) and Aorta (Ao).","Expression profiling by array","Rattus norvegicus",15,GDS2268;GDS2269;GDS2270,,,16418320,,"Flavio Coceani","Sep 13, 2005"
GSE3299,"Identification of biomarkers for tumor endothelial cell proliferation through gene expression profiling","Expression profiling by array","Homo sapiens;Rattus norvegicus",102,,,,15767550,,"Amit V Kulkarni","Sep 13, 2005"
GSE3253,"Exaggerated neuroinflammation and sickness behavior in aged mice after activation of the peripheral innate immune system","Expression profiling by array","Mus musculus",12,GDS1311,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3253/suppl",15919760,,"Rodney W. Johnson","Sep 12, 2005"
GSE3031,"Genome-scale profiling of histone H3.3 replacement patterns in Drosophila S2 cells","Genome binding/occupancy profiling by array;Genome binding/occupancy profiling by genome tiling array","Drosophila melanogaster",11,,"BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3031/suppl",16155569,,"Jorja Henikoff","Sep 11, 2005"
GSE3202,"MK886 treatment of H720 non-small cell lung cancer cell line","Expression profiling by array","Homo sapiens",23,,"CEL;CHP;DAT;RPT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3202/suppl",16551867,,"Anatoly L. Mayburd","Sep 10, 2005"
GSE3281,"Breast Cancer aCGH","Expression profiling by array;Genome variation profiling by array","Homo sapiens",100,,,,12297621,,"Stanford Microarray Database (SMD)","Sep 10, 2005"
