Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE22632,"Expression data from human PBMC induced by PCB 138.","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22632/suppl",21470681,,"Sisir K. Dutta","Apr 19, 2011"
GSE22667,"Expression data from human PBMC induced by PCB 153","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22667/suppl",21470681,,"Sisir K. Dutta","Apr 19, 2011"
GSE24483,"TR heat-shock","Expression profiling by array","Saccharomyces cerevisiae",24,,,,21364882;27648972,,"Jose E. Perez-Ortin","Apr 19, 2011"
GSE24484,"RA heat-shock","Expression profiling by array","Saccharomyces cerevisiae",24,,,,21364882;27648972,,"Jose E. Perez-Ortin","Apr 19, 2011"
GSE24488,"Heat shock: genomic run-on (GRO) analysis","Expression profiling by array","Saccharomyces cerevisiae",42,,,,21364882;25900709;27648972,,"Jose E. Perez-Ortin","Apr 19, 2011"
GSE24646,"h3k36me3-Establishing a reference epigenome in arabidopsis seedlings","Genome binding/occupancy profiling by genome tiling array","Arabidopsis thaliana",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24646/suppl",21487388,,"François ROUDIER","Apr 19, 2011"
GSE24647,"h3k9me2-Establishing a reference epigenome in arabidopsis seedlings","Genome binding/occupancy profiling by genome tiling array","Arabidopsis thaliana",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24647/suppl",21487388,,"François ROUDIER","Apr 19, 2011"
GSE24648,"h3k4me2-Establishing a reference epigenome in arabidopsis seedlings","Genome binding/occupancy profiling by genome tiling array","Arabidopsis thaliana",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24648/suppl",21487388,,"François ROUDIER","Apr 19, 2011"
GSE24649,"h3k4me3-Establishing a reference epigenome in arabidopsis seedlings","Genome binding/occupancy profiling by genome tiling array","Arabidopsis thaliana",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24649/suppl",21487388,,"François ROUDIER","Apr 19, 2011"
GSE24650,"h3k9me3-Establishing a reference epigenome in arabidopsis seedlings","Genome binding/occupancy profiling by genome tiling array","Arabidopsis thaliana",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24650/suppl",21487388,,"François ROUDIER","Apr 19, 2011"
