Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE44160,"Let-7 represses Nr6a1 and a mid-gestation developmental program in adult fibroblasts [ChIP-seq_nr6a1]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",4,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44160/suppl",23630078,SRP018514,"A Bhutkar","Apr 10, 2013"
GSE44161,"Let-7 represses Nr6a1 and a mid-gestation developmental program in adult fibroblasts [Exon array]","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44161/suppl",23630078,,"A Bhutkar","Apr 10, 2013"
GSE44162,"Let-7 represses Nr6a1 and a mid-gestation developmental program in adult fibroblasts [3p arrays]","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44162/suppl",23630078,,"A Bhutkar","Apr 10, 2013"
GSE44163,"Let-7 represses Nr6a1 and a mid-gestation developmental program in adult fibroblasts","Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array;Other","Mus musculus",52,,"BED;BW;CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44163/suppl",23630078,,"A Bhutkar","Apr 10, 2013"
GSE44723,"Bleomycin induces molecular changes directly relevant to idiopathic pulmonary fibrosis:  A model for “active” disease","Expression profiling by array","Homo sapiens",14,GDS4580,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44723/suppl",23565148,,"Sriram Sridhar","Apr 10, 2013"
GSE45415,"Comparative transcriptomics of infectious spores from the fungal pathogen Histoplasma capsulatum G217B","Expression profiling by array","Histoplasma capsulatum",8,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45415/suppl",23563482,,"Mark Voorhies","Apr 10, 2013"
GSE45416,"Comparative transcriptomics of infectious spores from the fungal pathogen Histoplasma capsulatum G186AR","Expression profiling by array","Histoplasma capsulatum",7,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45416/suppl",23563482,,"Mark Voorhies","Apr 10, 2013"
GSE45432,"Comparative transcriptomics of infectious spores from the fungal pathogen Histoplasma capsulatum","Expression profiling by array","Histoplasma capsulatum",15,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45432/suppl",23563482,,"Mark Voorhies","Apr 10, 2013"
GSE45828,"Let-7 represses Nr6a1 and a mid-gestation developmental program in adult fibroblasts [CLIP-Seq]","Other","Mus musculus",2,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45828/suppl",23630078,SRP020560,"A Bhutkar","Apr 10, 2013"
GSE45895,"EphrinB2 Regulation by PTH and PTHrP Revealed by Molecular Profiling in Differentiating Osteoblasts","Expression profiling by array","Mus musculus",27,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45895/suppl",18627264,,"Alistair Morgan Chalk","Apr 10, 2013"
GSE45897,"Gene expression in the islets of 12 wk old Non-Obese Diabetic (NOD) mice and healthy control NOD.B10 mice","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45897/suppl",24264405,,"Linda Yip","Apr 10, 2013"
GSE45900,"Characterizing gene expression changes that accompany succinate dehydrogenase subunit B (SDHB) RNA editing in monocyte-enriched peripheral blood mononuclear cell cultures","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45900/suppl",,,"Biao Liu","Apr 10, 2013"
GSE45901,"Small RNA expression signatures of gastrointestinal stromal tumors: associations to imatinib resistance and patient outcome","Non-coding RNA profiling by array","Homo sapiens",17,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45901/suppl",25349971,,"Pinar Akcakaya","Apr 10, 2013"
GSE45921,"Expression data from human glioma tissues","Expression profiling by array","Homo sapiens",22,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45921/suppl",23869222,,"juxiang chen","Apr 10, 2013"
GSE45928,"Gene expression profiling of Capan-1 and Pt45P1 cells treated or not with alternatively spliced tissue factor (asTF)","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45928/suppl",,,"Dusten John Unruh","Apr 10, 2013"
GSE45933,"Expression data from Bacillus subtilis 168 during growth","Expression profiling by array","Bacillus subtilis;Bacillus subtilis subsp. subtilis str. 168",7,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45933/suppl",23934352,,"CHun-Kai Yang","Apr 10, 2013"
