Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE62385,"Intermittent Hypoxia ageing","Expression profiling by array","Hippocampus;Mus musculus",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62385/suppl",28057021,,"Akira Hirasawa","Dec 27, 2016"
GSE69038,"Murine Neural Stem/Progenitor Cells: Control vs.PJ34","Expression profiling by array","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69038/suppl",28095779,,"Akiko Okuda","Dec 27, 2016"
GSE69465,"Gene expression analysis of imatinib-resistant GIST","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69465/suppl",27997714,,"Momoko NAGAI","Dec 27, 2016"
GSE75133,"Persistent organic pollutants alter DNA methylation during human adipocyte differentiation","Methylation profiling by genome tiling array","Homo sapiens",15,,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75133/suppl",28011154,,"Myrthe van den Dungen","Dec 27, 2016"
GSE76911,"Catalogue of genomic alterations in uterine cervical carcinoma of Indian patients.","Genome variation profiling by genome tiling array;Genome variation profiling by SNP array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76911/suppl",27641506,,"Susanta Roychoudhury","Dec 27, 2016"
GSE78510,"Single cell transcriptomic profiling of mouse pancreatic progenitors","Expression profiling by high throughput sequencing","Mus musculus",81,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78510/suppl",28011883,SRP070822,"Diana Elena Stanescu","Dec 27, 2016"
GSE79796,"Cripto is essential to capture mouse epiblast stem cell and human embryonic stem cell pluripotency","Expression profiling by high throughput sequencing","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79796/suppl",27586544,SRP072704,"ALESSANDRO FIORENZANO","Dec 27, 2016"
GSE79820,"Deptor transcriptionally regulates Endoplasmic Reticulum homeostasis in Multiple Myeloma cells.","Expression profiling by high throughput sequencing","Homo sapiens",2,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79820/suppl",27655709,SRP072090,"Matteo Pallocca","Dec 27, 2016"
GSE92902,"RNA-Seq analysis of dietary restriction and loss of SEK-1 in C. elegans","Expression profiling by high throughput sequencing","Caenorhabditis elegans",12,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92902/suppl",,SRP095671,"Ziyun Wu","Dec 27, 2016"
GSE92912,"Expression data from mouse liver","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92912/suppl",,,"Shaohua Fan","Dec 27, 2016"
GSE92913,"Single six hours sleep deprivation causes glucose intolerance and hepatic steatosis.","Expression profiling by array","Mus musculus",14,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92913/suppl",,,"Fumika Shigiyama","Dec 27, 2016"
GSE92915,"HCT116 cells N-BLR shRNA vs. empty vector control","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92915/suppl",28535802,,"Simone Anfossi","Dec 27, 2016"
GSE92918,"Expression data from HCT 116 colorectal cancer cells treated with oncolytic virus M1","Expression profiling by array","Homo sapiens",2,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92918/suppl",,,"Jing Cai","Dec 27, 2016"
GSE92920,"RNA-seq of breast in 3-week and 6-week age native Pekin and Cherry Valley Pekin ducks","Expression profiling by high throughput sequencing","Anas platyrhynchos",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92920/suppl",,SRP095675,"Liyuan Wang","Dec 27, 2016"
GSE92922,"Endoplasmic reticulum as a hub organizing microRNAs and a subset of endogenous siRNAs in Arabidopsis [Ribo-Seq and RNA-Seq]","Expression profiling by high throughput sequencing;Other","Arabidopsis thaliana",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92922/suppl",27938667,SRP095689,"Chenjiang You","Dec 27, 2016"
GSE92925,"Analysis of transgenerational effects on DNA copy number aberrations in male mice exposed to continuous 20mGy/day gamma-rays for 400 days (Primary screening for 20mGyV family)","Genome variation profiling by genome tiling array","Mus musculus",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92925/suppl",,,"Keiji OGURA","Dec 27, 2016"
GSE24555,"Sequential global gene expression analysis of glucose stimulated human islets","Expression profiling by array","Homo sapiens",52,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24555/suppl",,,"Francesco Maria Marincola","Dec 26, 2016"
GSE78886,"Genome-wide quantitative core promoter activity maps reveal a wide range of sequence-intrinsic transcription initiation strengths","Other","Drosophila melanogaster",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78886/suppl",28024147,SRP071141,"Alexander Stark","Dec 26, 2016"
GSE80201,"Ewing's sarcoma: an analysis of miRNA expression profiles and target genes in paraffin-embedded primary tumor tissue","Non-coding RNA profiling by array","Homo sapiens;Mus musculus;Rattus norvegicus;synthetic construct",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80201/suppl",,,"Anna Concetta Berardi","Dec 26, 2016"
