Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE69617,"Histone Lysine ß-hydroxybutyrylation ChIP-seq and RNA-seq analysis of mouse liver during starvation","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Mus musculus",22,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69617/suppl",27105115,,"Yingming Zhao","Apr 06, 2016"
GSE69894,"Mapping of variable DNA methylation across multiple cell types defines a dynamic regulatory landscape of the human genome","Methylation profiling by high throughput sequencing;Third-party reanalysis","Homo sapiens",31,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69894/suppl",26888867,SRP059512,"Daofeng Li","Apr 06, 2016"
GSE70538,"Tissue specific demethylation is required for proper B-cell differentiation and function","Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Mus musculus",40,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70538/suppl",27091986,SRP060364,"Howard Cedar","Apr 06, 2016"
GSE70620,"Regulatory T cell modulation by CBP/EP300 bromodomain inhibition [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70620/suppl",27056325,SRP060499,"Barbara M Bryant","Apr 06, 2016"
GSE70708,"Regulatory T cell modulation by CBP/EP300 bromodomain inhibition [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"TDF;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70708/suppl",27056325,SRP060625,"Barbara M Bryant","Apr 06, 2016"
GSE71337,"SpdR regulon","Expression profiling by array","Caulobacter vibrioides CB15;Caulobacter vibrioides NA1000",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71337/suppl",,,"Rogerio Lourenco","Apr 06, 2016"
GSE71751,"GATA3 restrains Notch signaling activity and represses NK cell development to induce human T cell commitment following Notch-induced T-lineage specification (ChIP-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71751/suppl",27048872,SRP062065,"Inge Van de Walle","Apr 06, 2016"
GSE71752,"GATA3 restrains Notch signaling activity and represses NK cell development to induce human T cell commitment following Notch-induced T-lineage specification (expression)","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71752/suppl",27048872,,"Inge Van de Walle","Apr 06, 2016"
GSE71753,"GATA3 restrains Notch signaling activity and represses NK cell development to induce human T cell commitment following Notch-induced T-lineage specification","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",15,,"BED;TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71753/suppl",27048872,,"Inge Van de Walle","Apr 06, 2016"
GSE71833,"Effect of a cardiomyocyte-specific Hira conditional knockout on gene expression in the heart","Expression profiling by array","Mus musculus",24,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71833/suppl",26935106,,"M. David Stewart","Apr 06, 2016"
