Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE99819,"Genome-scale Activation Screen Identifies a LncRNA Locus Regulating a Gene Neighborhood [RNA-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",133,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99819/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA389719",28792927,SRP108852,"Julia Joung","Jun 09, 2017"
GSE99821,"Transcriptional profile of human iPSC and HIOs with APC mutations","Expression profiling by high throughput sequencing","Homo sapiens",48,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99821/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA389724",,SRP108853,"Ignacio S. Caballero","Jun 09, 2017"
GSE99835,"Genome-scale Activation Screen Identifies a LncRNA Locus Regulating a Gene Neighborhood [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99835/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA389746",28792927,SRP108863,"Julia Joung","Jun 09, 2017"
GSE99836,"Genome-scale Activation Screen Identifies a LncRNA Locus Regulating a Gene Neighborhood","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",136,,"BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99836/suppl",28792927,,"Julia Joung","Jun 09, 2017"
GSE80587,"High-dose maternal folic acid supplementation before conception impairs reversal learning in offspring mice","Expression profiling by high throughput sequencing","Mus musculus",11,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80587/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA319379",28596566,SRP073734,"Kristin Simone Henzel","Jun 08, 2017"
GSE83649,"Loss of Function Mutations in ETS2 Repressor Factor (ERF) Reveal a Balance Between Positive and Negative ETS Factors Controlling Prostate Oncogenesis [22PC RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83649/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA326606",28614298,SRP076988,"Rohit Bose","Jun 08, 2017"
GSE83651,"Loss of Function Mutations in ETS2 Repressor Factor (ERF) Reveal a Balance Between Positive and Negative ETS Factors Controlling Prostate Oncogenesis [Organoids RNA-Seq]","Expression profiling by high throughput sequencing","Mus musculus",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83651/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA326604",28614298,SRP076990,"Rohit Bose","Jun 08, 2017"
GSE83652,"Loss of Function Mutations in ETS2 Repressor Factor (ERF) Reveal a Balance Between Positive and Negative ETS Factors Controlling Prostate Oncogenesis [VCaP RNA-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",24,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83652/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA326603",28614298,SRP076991,"Rohit Bose","Jun 08, 2017"
GSE83653,"Loss of Function Mutations in ETS2 Repressor Factor (ERF) Reveal a Balance Between Positive and Negative ETS Factors Controlling Prostate Oncogenesis","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",59,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83653/suppl",28614298,,"Rohit Bose","Jun 08, 2017"
GSE84778,"Comparaison of left and right cervical motoneurons transcriptome","Expression profiling by array","Mus musculus",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84778/suppl",,,"julien falk","Jun 08, 2017"
GSE85378,"Depicting early human development and germ cell origin with porcine embryos","Expression profiling by high throughput sequencing","Homo sapiens",10,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85378/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA338303",28607482,SRP081160,"Sabine Dietmann","Jun 08, 2017"
GSE85543,"Transcriptional effects of soluble CD40 ligand on human naïve B cells","Expression profiling by array","Homo sapiens",40,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85543/suppl",28455435,,"Alice Walsh","Jun 08, 2017"
GSE85544,"Transcriptional effects of soluble CD40 ligand on human immature dendritic cells","Expression profiling by array","Homo sapiens",30,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85544/suppl",28455435,,"Alice Walsh","Jun 08, 2017"
GSE87213,"Differential gene expression of Pseudomonas aeruginosa ΔPA14_22470 (ΔPA3225) versus UCBPP-PA14 wildtype in planktonic and biofilm cells","Expression profiling by high throughput sequencing","Pseudomonas aeruginosa",12,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87213/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA343895",28584154,SRP090296,"Thien-Fah Mah","Jun 08, 2017"
GSE92779,"bulk RNAseq of uninjured and 18 hours post-methyl bromide lesion FACS Horizontal basal cells (HBCs)","Expression profiling by high throughput sequencing","Mus musculus",6,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92779/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA358591",28637720,SRP095547,"James E Schwob","Jun 08, 2017"
GSE95514,"Structure-seq2: Sensitive and accurate genome-wide profiling of RNA structure in vivo","Expression profiling by high throughput sequencing;Other","Oryza sativa Japonica Group",27,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95514/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA377316",28637286,SRP100858,"Zhao SU","Jun 08, 2017"
GSE96562,"Single cell RNA-seq reveals expansion of IGRP-reactive CD4+ T cells in recent onset type I diabetes (single-cell RNA-seq of T-cell clone)","Expression profiling by high throughput sequencing","Homo sapiens",149,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96562/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA379013",28566371,SRP101809,"Scott Presnell","Jun 08, 2017"
GSE96563,"Single cell RNA-seq reveals expansion of IGRP-reactive CD4+ T cells in recent onset type I diabetes (bulk RNA-seq of T-cell clone)","Expression profiling by high throughput sequencing","Homo sapiens",9,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96563/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA379012",28566371,SRP101810,"Scott Presnell","Jun 08, 2017"
GSE96564,"Single cell RNA-seq reveals expansion of IGRP-reactive CD4+ T cells in recent onset type I diabetes (single-cell RNA-seq of CD8+ influenza-reactive T cells)","Expression profiling by high throughput sequencing","Homo sapiens",45,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96564/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA379015",28566371,SRP101811,"Scott Presnell","Jun 08, 2017"
GSE96568,"Single cell RNA-seq reveals expansion of IGRP-reactive CD4+ T cells in recent onset type I diabetes (single-cell RNA-seq of CD4+ pooled islet antigen-reactive T cells)","Expression profiling by high throughput sequencing","Homo sapiens",246,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96568/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA379014",28566371,SRP101812,"Scott Presnell","Jun 08, 2017"
GSE96569,"Single cell RNA-seq reveals expansion of IGRP-reactive CD4+ T cells in recent onset type I diabetes","Expression profiling by high throughput sequencing","Homo sapiens",449,,,,28566371,,"Scott Presnell","Jun 08, 2017"
GSE97255,"FANS-assisted ATAC-Seq to identify developmentally active endothelial enhancers [ATAC-seq]","Genome binding/occupancy profiling by high throughput sequencing","Danio rerio",6,,"BW;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97255/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA381096",28723572,SRP102800,"Nathan D. Lawson","Jun 08, 2017"
GSE97256,"FANS-assisted ATAC-Seq to identify developmentally active endothelial enhancers [RNA-seq]","Expression profiling by high throughput sequencing","Danio rerio",4,,"TAB;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97256/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA381095",28723572,SRP102801,"Nathan D. Lawson","Jun 08, 2017"
GSE97257,"FANS-assisted ATAC-Seq to identify developmentally active endothelial enhancers","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Danio rerio",10,,"BW;NARROWPEAK","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97257/suppl",28723572,,"Nathan D. Lawson","Jun 08, 2017"
