Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE93701,"Genome-wide gene and small RNA expression analysis of Y-chromosome aneuploidy strains of Drosophila melanogaster","Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing","Drosophila melanogaster",42,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93701/suppl",29237855,,"Bernardo Lemos","Feb 20, 2018"
GSE95153,"COMBINING BET AND MEK INHIBITORS SYNERGISTICALLY TARGETS   NRAS MUTANT MELANOMA","Expression profiling by high throughput sequencing","Homo sapiens",15,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95153/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA376198",,SRP100478,"Priyankara J Wickramasinghe","Feb 20, 2018"
GSE95575,"Transcriptional responses of Escherichia coli during recovery from inorganic or organic mercury exposure","Expression profiling by high throughput sequencing","Escherichia coli str. K-12 substr. MG1655",30,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95575/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA377548",29338696,SRP100934,"Stephen Patrick LaVoie","Feb 20, 2018"
GSE98156,"Expression data of Arabidopsis leaves during extended darkening of the whole plant or an individual leaf","Expression profiling by array","Arabidopsis thaliana",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98156/suppl",29523713,,"Simon R. Law","Feb 20, 2018"
GSE98324,"A roadmap for early human liver development from pluripotent stem cells","Expression profiling by array","Homo sapiens",32,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98324/suppl",,,"Kian Leong LEE","Feb 20, 2018"
GSE99664,"The SALT HYPERSENSITIVE MUTANT 9, a nucleolar APUM23 protein, is essential for salt sensitivity in association with ABA signal pathways in Arabidopsis thaliana","Expression profiling by array","Arabidopsis thaliana",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99664/suppl",29490615,,"KaiChao Huang","Feb 20, 2018"
GSE100323,"Profiling of SORBS2-bound RNAs","Other","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100323/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA391324",,SRP110037,"Shengtao Zhou","Feb 20, 2018"
GSE100898,"Cry2 is critical for circadian regulation of myogenic differentiation by Bclaf1-mediated mRNA stabilization of cyclin D1 and Tmem176b","Expression profiling by high throughput sequencing","Mus musculus",9,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100898/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA393399",29466738,SRP111321,"Nobuaki Kikyo","Feb 20, 2018"
GSE101594,"Profiling of differential RNAs in SORBS2-depleted ovarian cancer cells and control cells","Expression profiling by high throughput sequencing","Homo sapiens",4,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101594/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA394909",,SRP112755,"Shengtao Zhou","Feb 20, 2018"
GSE101595,"Profiling of differential RNAs in alpha amanitin treated SORBS2-depleted ovarian cancer cells and control-treated SORBS2-depleted","Expression profiling by high throughput sequencing","Homo sapiens",4,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101595/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA394908",,SRP112756,"Shengtao Zhou","Feb 20, 2018"
GSE103893,"Transcriptional Landscape and Regulatory Roles of Small Noncoding RNAs in the Oxidative Stress Response of the Haloarchaeon Haloferax volcanii","Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing","Haloferax volcanii DS2",16,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103893/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA407425",29463600,SRP117726,"Diego Rivera Gelsinger","Feb 20, 2018"
GSE104801,"CATaDa chromatin accessiblity data for neural and midgut cell types.","Genome binding/occupancy profiling by high throughput sequencing","Drosophila melanogaster",17,,"GFF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104801/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA413881",29481322,SRP119726,"Gabriel Aughey","Feb 20, 2018"
GSE107234,"Dynamic EBF1 occupancy directs sequential epigenetic and transcriptional events in B cell programming  [ATAC-Seq-Cre]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",8,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107234/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA419396",29440261,SRP125424,"Pierre Daniel Cauchy","Feb 20, 2018"
