Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE105312,"ChIP-seq from HEK293 (ENCSR138RCE)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105312/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105313,"ChIP-seq from gastrocnemius medialis (ENCSR139VAY)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105313/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105314,"ChIP-seq from Panc1 (ENCSR141ITZ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105314/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105315,"ChIP-seq from uterus (ENCSR142SQX)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105315/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105316,"ChIP-seq from K562 (ENCSR211LTF)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105316/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105317,"ChIP-seq from K562 (ENCSR212RMP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105317/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105318,"Hi-C from DLD1 (ENCSR213DHH)","Other","Homo sapiens",2,,"BED;BIGWIG;H5;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105318/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105319,"ChIP-seq from suprapubic skin (ENCSR213GWR)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105319/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105320,"ChIP-seq from K562 (ENCSR143CEO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105320/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105321,"ChIP-seq from thyroid gland (ENCSR144QLB)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105321/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105322,"ChIP-seq from HEK293 (ENCSR217QCK)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105322/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105323,"ChIP-seq from HepG2 (ENCSR145BHD)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105323/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105324,"ChIP-seq from transverse colon (ENCSR147NJH)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105324/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105325,"ChIP-seq from esophagus squamous epithelium (ENCSR147PYL)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105325/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105326,"ChIP-seq from subcutaneous adipose tissue (ENCSR147VKD)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105326/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105327,"ChIP-seq from K562 (ENCSR149ZBI)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105327/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105328,"ChIP-seq from K562 (ENCSR150XYW)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105328/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105329,"ChIP-seq from esophagus squamous epithelium (ENCSR153OQA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105329/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105330,"ChIP-seq from tibial nerve (ENCSR154GUK)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105330/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105331,"ChIP-seq from esophagus squamous epithelium (ENCSR156UQO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105331/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105332,"ChIP-seq from MCF-7 (ENCSR158PLQ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105332/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105333,"ChIP-seq from ovary (ENCSR158TRP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105333/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
GSE105334,"ChIP-seq from K562 (ENCSR159MTA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105334/suppl",22955616,,"ENCODE DCC","Oct 20, 2017"
