Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE82728,"ChIP-seq from stomach (ENCSR483DEV)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82728/suppl",22955616,,"ENCODE DCC","Jun 22, 2016"
GSE82729,"ChIP-seq from intestine (ENCSR483KOD)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82729/suppl",22955616,,"ENCODE DCC","Jun 22, 2016"
GSE82730,"microRNA-seq from kidney (ENCSR484EVA)","Non-coding RNA profiling by high throughput sequencing","Mus musculus",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82730/suppl",22955616,,"ENCODE DCC","Jun 22, 2016"
GSE82731,"ChIP-seq from intestine (ENCSR485GTY)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82731/suppl",22955616,,"ENCODE DCC","Jun 22, 2016"
GSE82732,"ChIP-seq from midbrain (ENCSR486MHP)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82732/suppl",22955616,,"ENCODE DCC","Jun 22, 2016"
GSE82733,"ChIP-seq from liver (ENCSR487OLC)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82733/suppl",22955616,,"ENCODE DCC","Jun 22, 2016"
GSE82734,"ChIP-seq from midbrain (ENCSR487RAU)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82734/suppl",22955616,,"ENCODE DCC","Jun 22, 2016"
GSE82735,"ChIP-seq from limb (ENCSR488KVB)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82735/suppl",22955616,,"ENCODE DCC","Jun 22, 2016"
GSE82736,"ChIP-seq from heart (ENCSR488OCA)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82736/suppl",22955616,,"ENCODE DCC","Jun 22, 2016"
GSE82737,"ChIP-seq from neural tube (ENCSR489HYX)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82737/suppl",22955616,,"ENCODE DCC","Jun 22, 2016"
