Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE6568,"SHREC, an Effector Complex for Heterochromatic Transcriptional Silencing","Genome binding/occupancy profiling by genome tiling array","Schizosaccharomyces pombe",10,,,,17289569,,"Shiv Grewal","Feb 08, 2007"
GSE6662,"Cardiac-specific deletion of ménage-à-trois-1 (MAT1)","Expression profiling by array","Mus musculus",15,GDS2561,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6662/suppl",17276355,,"Michael Schneider","Feb 08, 2007"
GSE6946,"Transcript analysis of aluminum tolerance responses in Medicago truncatula","Expression profiling by array","Medicago truncatula",24,,,,,,"Kathryn A VandenBosch","Feb 08, 2007"
GSE6963,"Gene expression profiles of P1 ureter isolated from SMGA (Actg2) transgenic mice. (GUDMAP Series ID: 14)","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6963/suppl",,,"GUDMAP Developers","Feb 08, 2007"
GSE6965,"Gene expression profile of human dendritic cells after infection with A. fumigatus","Expression profiling by array","Homo sapiens",4,GDS2749,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6965/suppl",18426895,,"Juergen Loeffler","Feb 08, 2007"
GSE6984,"CGH detection of chromosomal rearrangements in diploid yeast cells exposed to ionizing radiation","Genome variation profiling by genome tiling array","Saccharomyces cerevisiae",41,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6984/suppl",18701715,,"Juan Lucas Argueso","Feb 08, 2007"
GSE3751,"Circadian rhythm in clock mutants","Expression profiling by array","Mus musculus",76,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3751/suppl",17360649;17462724,,"John R Walker","Feb 07, 2007"
GSE6448,"Deletion of chromosome 11q predicts response to anthracycline-based chemotherapy in early breast cancer","Genome variation profiling by array","Homo sapiens",185,,"PDF;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6448/suppl",17234794,,"Joan Climent","Feb 07, 2007"
GSE6932,"Identification and characterization of small molecule inducers of epidermal keratinocyte differentiation","Expression profiling by array","Homo sapiens",18,GDS2732,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6932/suppl",17348628,,"John R Walker","Feb 07, 2007"
GSE6960,"Synthesis and Anticancer Properties of Water-Soluble Zinc Ionophores 1","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6960/suppl",18593933,,"Joseph Gerard Hacia","Feb 07, 2007"
GSE6962,"Synthesis and Anticancer Properties of Water-Soluble Zinc Ionophores 2","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6962/suppl",18593933,,"Joseph Gerard Hacia","Feb 07, 2007"
GSE6972,"Synthesis and Anticancer Properties of Water-Soluble Zinc Ionophore: Cell Culture and Xenograft Model","Expression profiling by array","Homo sapiens",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6972/suppl",18593933,,"Joseph Gerard Hacia","Feb 07, 2007"
GSE6981,"The genomic landscape of histone modifications in human T cells.","Other","Homo sapiens",2,,,,17043231,,"Keji Zhao","Feb 07, 2007"
GSE5657,"Effect of X-linked hypophosphatemia (the Hyp mutation) on gene expression in the mid-shaft of the mouse femur","Expression profiling by array","Mus musculus",20,,"CEL;TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5657/suppl",,,"Ralph A. Meyer","Feb 06, 2007"
GSE6499,"Microarray analyses that reveal the population of dendritic RNAs and their redistribution by neural activity","Expression profiling by array","Rattus norvegicus",4,,"TIFF;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6499/suppl",17207874,,"Mineo Matsumoto","Feb 06, 2007"
GSE6921,"Rice japonica gene expression array across eleven tissues","Expression profiling by genome tiling array","Oryza sativa",33,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6921/suppl",17372628,,"Xiangfeng Wang","Feb 06, 2007"
GSE6922,"Non-coding RNA tiling array in rice","Expression profiling by genome tiling array","Oryza sativa",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6922/suppl",17372628,,"Xiangfeng Wang","Feb 06, 2007"
GSE6931,"Expression data from female reproductive organs of adult mice treated with estrogen","Expression profiling by array","Mus musculus",12,,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6931/suppl",17675804,,"Suzuki Atsuko","Feb 06, 2007"
GSE6952,"Ectodysplasin regulates the lymphotoxin-beta pathway for hair differentiation","Expression profiling by array","Mus musculus",36,,"TIFF;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6952/suppl",16738056,,"Minoru S.H. Ko","Feb 06, 2007"
GSE6974,"Active chromatin domains are defined by acetylation islands revealed by genome-wide mapping","Other","Homo sapiens",2,,,,15706033,,"Keji Zhao","Feb 06, 2007"
GSE6975,"High-resolution genome-wide mapping of histone modifications.","Other","Saccharomyces cerevisiae",4,,,,15235610,,"Keji Zhao","Feb 06, 2007"
GSE5316,"Microarray-based CGH in human lymphoma cell lines.","Genome variation profiling by array","Homo sapiens",48,,,,16960149,,"Jose Angel Martinez Climent","Feb 05, 2007"
GSE5342,"Expression data from Cerebral Cortex or Hippocampus of COX-1 or COX-2 null mice","Expression profiling by array","Mus musculus",30,GDS2602,"GEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5342/suppl",17266762,,"Christopher Dennis Toscano","Feb 05, 2007"
GSE6881,"Embryonic Testis Developmental Time Course","Expression profiling by array","Mus musculus",10,,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6881/suppl",15496517,,"Lizhong Yang","Feb 05, 2007"
GSE6882,"Embryonic Ovary Developmental Time Course","Expression profiling by array","Mus musculus",10,,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6882/suppl",15496517,,"Lizhong Yang","Feb 05, 2007"
GSE6955,"Expression in Superior Frontal Gyrus of normal individuals or females of different ages affected by Rett syndrome","Expression profiling by array","Homo sapiens",6,GDS2613,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6955/suppl",17309881,,"Valerie Matagne","Feb 05, 2007"
GSE6934,"Transcriptional comparison between whole kidneys from E14.5 Wnt4 mutants and wildtype mice (Mouse430_2 platform). (GUDMAP Series ID: 13)","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6934/suppl",19501082,,"GUDMAP Developers","Feb 03, 2007"
GSE6940,"Characterisation of the mouse megakaryocyte transcriptome","Expression profiling by SAGE","Mus musculus",1,,,,17186946,,"Michael Graham Tomlinson","Feb 03, 2007"
GSE6411,"HP1 controls genomic targeting of four novel heterochromatin proteins in Drosophila","Genome binding/occupancy profiling by array","Drosophila melanogaster",35,,,,17255947,,"Bas van Steensel","Feb 02, 2007"
GSE6419,"Expression data from mouse bladder urothelium","Expression profiling by array","Mus musculus",8,GDS2977,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6419/suppl",17504765,,"Christopher Swanson Reigstad","Feb 02, 2007"
GSE6425,"Expression data from time courses of E. coli MG1655 and UTI89 in vitro","Expression profiling by array","Escherichia coli;Escherichia coli K-12",44,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6425/suppl",17504765,,"Christopher Swanson Reigstad","Feb 02, 2007"
GSE6426,"E. coli expression data from gnotobiotic ceca 14d post-inoculation","Expression profiling by array","Escherichia coli;Escherichia coli K-12",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6426/suppl",17504765,,"Christopher Swanson Reigstad","Feb 02, 2007"
GSE6819,"Identification of genes that are linked with optineurin expression","Expression profiling by array","Homo sapiens",6,GDS2892,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6819/suppl",17663987,,"Nicole Weisschuh","Feb 02, 2007"
GSE3506,"Differential gene expression of IMR32 cells expressing 69-kDa or 82-kDa CHAT proteins","Expression profiling by array","Homo sapiens",9,,,,,,"Sandeep K Gill","Feb 01, 2007"
GSE5501,"Comparison of protein expression profiles in NCI-60 cell panel containing nine difererent cancer tissue types.","Protein profiling by protein array","Homo sapiens",176,,,,14623978;20053763,,"Uma T Shankavaram","Feb 01, 2007"
GSE5872,"SR proteins in Drosophila","Expression profiling by array","Drosophila melanogaster",12,,,,17283056,,"johann Soret","Feb 01, 2007"
GSE5969,"Characterizing the expression of human olfactory receptor genes","Expression profiling by array","Canis lupus familiaris;Homo sapiens;Pan troglodytes;Rattus norvegicus",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5969/suppl",17509148,,"Omar De la Cruz","Feb 01, 2007"
GSE5991,"Utricle Neomycin Timecourse","Expression profiling by array","Gallus gallus;Homo sapiens;Mus musculus",65,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5991/suppl",17565378,,"Kara Powder","Feb 01, 2007"
GSE6028,"Interference of PTS components with PrfA of L.monocytogenes","Expression profiling by array","Listeria monocytogenes",10,,,,17085572,,"Biju Joseph Ampattu","Feb 01, 2007"
