Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE72262,"Intra-subject correlation of brain and blood gene patterns in a mouse model of depression","Expression profiling by array","Mus musculus",48,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72262/suppl",26926397;28054037,,"Shigeo Miyata","Aug 21, 2015"
GSE55276,"Temporal Response to seasonal and pandemic H1N1 infection in human DCs- Donor 1","Expression profiling by array","Homo sapiens",120,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55276/suppl",26223639,,"Hailong Meng","Aug 20, 2015"
GSE55277,"Temporal Response to seasonal and pandemic H1N1 infection in human DCs - Donor2","Expression profiling by array","Homo sapiens",120,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55277/suppl",26223639,,"Hailong Meng","Aug 20, 2015"
GSE55278,"Temporal Response to seasonal and pandemic H1N1 infection in human DCs","Expression profiling by array","Homo sapiens",240,,,,26223639,,"Hailong Meng","Aug 20, 2015"
GSE59344,"Transcriptome imposed by Notch ligands (Jag1 or Dll4) on ckit+ and ckit- cells from E11.5 AGM","Expression profiling by array","Mus musculus",17,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59344/suppl",,,"Anna Bigas","Aug 20, 2015"
GSE60797,"Transcriptional profiling to identify physical-chemical properties detrimental to nanomaterial-induced pulmonary response (part 1)","Expression profiling by array","Mus musculus",70,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60797/suppl",,,"Andrew Williams","Aug 20, 2015"
GSE60798,"Transcriptional profiling to identify physical-chemical properties detrimental to nanomaterial-induced pulmonary response (part 2)","Expression profiling by array","Mus musculus",69,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60798/suppl",,,"Andrew Williams","Aug 20, 2015"
GSE60799,"Transcriptional profiling to identify physical-chemical properties detrimental to nanomaterial-induced pulmonary response (part 3)","Expression profiling by array","Mus musculus",69,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60799/suppl",,,"Andrew Williams","Aug 20, 2015"
GSE60800,"Transcriptional profiling to identify physical-chemical properties detrimental to nanomaterial-induced pulmonary response (part 4)","Expression profiling by array","Mus musculus",70,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60800/suppl",,,"Andrew Williams","Aug 20, 2015"
GSE60801,"Transcriptional profiling to identify physical-chemical properties detrimental to nanomaterial-induced pulmonary response","Expression profiling by array","Mus musculus",278,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60801/suppl",,,"Andrew Williams","Aug 20, 2015"
GSE62742,"Genetic Control of Chromatin States in Humans Involves Local and Distal Chromosomal Interactions","Genome binding/occupancy profiling by high throughput sequencing;Third-party reanalysis","Homo sapiens",249,,"BEDPE;BIGWIG;NARROWPEAK;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62742/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA268086",26300125,SRP050082,"Fabian Grubert","Aug 20, 2015"
GSE64332,"Human DIS3 shapes the RNA polymerase II transcriptome degrading variety of unwanted transcripts.","Expression profiling by high throughput sequencing;Other;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",17,,"BEDGRAPH;GTF;TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64332/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA270769",26294688,SRP051331,"Andrzej Dziembowski","Aug 20, 2015"
GSE64885,"Identification of a novel cofactor, SH3YL1, that functions through interaction with the androgen receptor N-terminal polyproline domain","Expression profiling by array","Homo sapiens",36,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64885/suppl",26305679,,"Jeffrey Chang","Aug 20, 2015"
GSE66639,"An Interaction between RRP6 and SU(VAR)3-9 Targets RRP6 to Heterochromatin and Contributes to Heterochromatin Maintenance in Drosophila melanogaster [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Drosophila melanogaster",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66639/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA277529",26389589,SRP055933,"Neus Visa","Aug 20, 2015"
GSE66640,"An Interaction between RRP6 and SU(VAR)3-9 Targets RRP6 to Heterochromatin and Contributes to Heterochromatin Maintenance in Drosophila melanogaster","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Drosophila melanogaster",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66640/suppl",26389589,,"Neus Visa","Aug 20, 2015"
GSE67148,"Genome-wide maps of nucleosome positions in purified quiescent S. cerevisiae cells [MNase-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Saccharomyces cerevisiae",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67148/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA279129",26300265,SRP056416,"Jeffrey N McKnight","Aug 20, 2015"
GSE67149,"Strand-Specific RNA Sequencing for wild type and Drpd3 yeast entering quiescence [RNA-seq]","Expression profiling by high throughput sequencing","Saccharomyces cerevisiae",14,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67149/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA279128",26300265,SRP056417,"Jeffrey N McKnight","Aug 20, 2015"
GSE67150,"Characterization of H3 density, H3 or H4 acetylation, Rpd3 binding, TFIIB binding, and Rpb3 (pol II) binding in wild type and rpd3 cells as they transition from logarithmic growth to diauxic shift to quiescence [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Saccharomyces cerevisiae",65,,"SGR;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67150/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA279130",26300265,SRP056418,"Jeffrey N McKnight","Aug 20, 2015"
GSE67151,"Rpd3 drives transcriptional quiescence","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Saccharomyces cerevisiae",63,,"SGR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67151/suppl",26300265,,"Jeffrey N McKnight","Aug 20, 2015"
GSE68752,"Transcriptome analysis of Streptococcus gordonii strain Challis DL1 indicates a role for the biofilm-associated fruRBA operon in response to Candida albicans hyphae formation","Expression profiling by array","Streptococcus gordonii",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68752/suppl",26280461,,"M M Vickerman","Aug 20, 2015"
GSE70625,"An Interaction between RRP6 and SU(VAR)3-9 Targets RRP6 to Heterochromatin and Contributes to Heterochromatin Maintenance in Drosophila melanogaster [RNA-seq]","Expression profiling by high throughput sequencing","Drosophila melanogaster",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70625/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA289205",26389589,SRP060510,"Neus Visa","Aug 20, 2015"
GSE70940,"Gene expression analyses of SMAD4 knockdown in pancreatic cell line","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70940/suppl",26284758,,"Chad Creighton","Aug 20, 2015"
