Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE25218,"Reprogramming of human primary somatic cells by OCT4 and chemical compounds","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25218/suppl",21112560,,"Saiyong Zhu","Dec 03, 2010"
GSE25509,"Becker_etal_SNParray_BSA","Genome variation profiling by genome tiling array;Genome variation profiling by SNP array","Arabidopsis thaliana",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25509/suppl",21297997,,"Justin Borevitz","Dec 03, 2010"
GSE25579,"Time series analysis of the transition from dark to light growth of Dinoroseobacter shibae DFL12","Expression profiling by array","Dinoroseobacter shibae DFL 12 = DSM 16493",26,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25579/suppl",21654848,,"Juergen Martin Tomasch","Dec 03, 2010"
GSE25580,"Examination of impact of pathogenic mutations in LRRK2 upon gene expression in patient fibroblasts and HEK cells","Expression profiling by array","Homo sapiens",56,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25580/suppl",21799870,,"Marcel van der Brug","Dec 03, 2010"
GSE25581,"Time series analysis of the transition from light to dark growth of Dinoroseobacter shibae DFL12","Expression profiling by array","Dinoroseobacter shibae DFL 12 = DSM 16493",14,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25581/suppl",21654848,,"Juergen Martin Tomasch","Dec 03, 2010"
GSE25591,"Effect of changing light regimes on Dinoroseobacter shibae DFL12 growth","Expression profiling by array","Dinoroseobacter shibae DFL 12 = DSM 16493",40,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25591/suppl",21654848,,"Juergen Martin Tomasch","Dec 03, 2010"
GSE25634,"Expression profiles of amniotic fluid from human fetuses with Trisomy 18 and euploid controls","Expression profiling by array","Homo sapiens",11,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25634/suppl",,,"Donna K Slonim","Dec 03, 2010"
GSE25765,"Microarray gene expression profiling of cardiac genes at the onset of heart failure","Expression profiling by array","Mus musculus",18,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25765/suppl",21711241,,"Ursula Quitterer","Dec 03, 2010"
GSE25766,"Cardiac gene expression profiling of heart failure treatment with the anti-ischemic drug ranolazine","Expression profiling by array","Mus musculus",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25766/suppl",21711241,,"Ursula Quitterer","Dec 03, 2010"
GSE25767,"Cardiac gene expression profiling of apoE-deficient mice receiving heart failure treatment with the anti-ischemic drug ranolazine","Expression profiling by array","Mus musculus",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25767/suppl",21711241,,"Ursula Quitterer","Dec 03, 2010"
GSE25768,"Model of heart failure induced by mild thiol-blocking with cystamine","Expression profiling by array","Mus musculus",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25768/suppl",21711241,,"Ursula Quitterer","Dec 03, 2010"
GSE25772,"Genome-wide microarray analysis of normal human fibroblasts in response to γ-radiation and the radiation induced bystander effect","Expression profiling by array","Homo sapiens",44,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25772/suppl",,,"Erta kalanxhi","Dec 03, 2010"
