Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE88445,"RAMPAGE from mammary microvascular endothelial cell (ENCSR663WYF)","Non-coding RNA profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;GFF;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88445/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88446,"shRNA RNA-seq from K562 (ENCSR667PLJ)","Expression profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88446/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88447,"shRNA RNA-seq from HepG2 (ENCSR667RIA)","Expression profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88447/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88448,"RAMPAGE from esophagus muscularis mucosa (ENCSR669JBL)","Expression profiling by high throughput sequencing","Homo sapiens",1,,"BED;BIGBED;BIGWIG;GFF;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88448/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88449,"total RNA-seq from body of pancreas (ENCSR671IYC)","Expression profiling by high throughput sequencing","Homo sapiens",1,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88449/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88450,"RAMPAGE from prostate gland (ENCSR671RMD)","Expression profiling by high throughput sequencing","Homo sapiens",1,,"BED;BIGBED;BIGWIG;GFF;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88450/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88451,"total RNA-seq from subcutaneous adipose tissue (ENCSR671WMH)","Expression profiling by high throughput sequencing","Homo sapiens",1,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88451/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88452,"shRNA RNA-seq from HepG2 (ENCSR674KDQ)","Expression profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88452/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88453,"shRNA RNA-seq from HepG2 (ENCSR674KEK)","Expression profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88453/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88454,"shRNA RNA-seq from K562 (ENCSR675KPR)","Expression profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88454/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88455,"siRNA RNA-seq from K562 (ENCSR675SDG)","Expression profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88455/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88456,"shRNA RNA-seq from HepG2 (ENCSR676EKU)","Expression profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88456/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88457,"shRNA RNA-seq from K562 (ENCSR678MVE)","Expression profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88457/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88458,"total RNA-seq from gastrocnemius medialis (ENCSR678TMV)","Expression profiling by high throughput sequencing","Homo sapiens",1,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88458/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88459,"shRNA RNA-seq from K562 (ENCSR678WOA)","Expression profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88459/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88460,"RAMPAGE from esophagus muscularis mucosa (ENCSR679TCM)","Expression profiling by high throughput sequencing","Homo sapiens",1,,"BED;BIGBED;BIGWIG;GFF;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88460/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88461,"shRNA RNA-seq from HepG2 (ENCSR681SMT)","Expression profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88461/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
GSE88462,"shRNA RNA-seq from HepG2 (ENCSR684HTV)","Expression profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88462/suppl",22955616,,"ENCODE DCC","Nov 08, 2016"
