Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE8831,"Adipose Tissue Expression Profiles of Mice that Vary in Adiposity and Insulin Sensitivity","Expression profiling by array","Mus musculus",35,,"CEL;CHP;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8831/suppl",,,"Anthony Ferrante","Nov 01, 2008"
GSE9281,"Genomic profile of dextran sulphate sodium-induced colitis model in rats","Expression profiling by array","Rattus norvegicus",42,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9281/suppl",,,"Antonio Suarez","Nov 01, 2008"
GSE9293,"Genomic profile of trinitrobencenesulfonic acid (TNBS)-induced colitis model","Expression profiling by array","Rattus norvegicus",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9293/suppl",,,"Antonio Suarez","Nov 01, 2008"
GSE9297,"Genomic profile of IL10-/- knocked out colitis model","Expression profiling by array","Mus musculus",27,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9297/suppl",,,"Antonio Suarez","Nov 01, 2008"
GSE9466,"Transcriptome in yeast by exposure of 7 transition metals","Expression profiling by array","Saccharomyces cerevisiae",84,,"TIFF;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9466/suppl",,,"Yohan Jin","Nov 01, 2008"
GSE9700,"Thymic deletion in B10 430B","Expression profiling by array","Mus musculus",12,,"CEL;CHP;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9700/suppl",,,"Kristine Hardy","Nov 01, 2008"
GSE9915,"Transcript profiling of Lr1- and Lr34-mediated leaf rust resistance in wheat","Expression profiling by array","Triticum aestivum",36,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9915/suppl",18986248,,"David Garvin","Nov 01, 2008"
GSE10082,"Aryl Hydrocarbon Receptor Regulates Distinct Dioxin-Dependent and Dioxin-Independent Gene Batteries","Expression profiling by array","Mus musculus",17,,"CEL;DAT;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10082/suppl",16214954,,"Paul C Boutros","Nov 01, 2008"
GSE10836,"Meiotic time course of Histone H3 occupancy","Genome binding/occupancy profiling by genome tiling array","Saccharomyces cerevisiae",3,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10836/suppl",,,"Nicolas Robine","Nov 01, 2008"
GSE10837,"Meiotic time course of the trimethylation of the Lysine 4 of Histone H3 (H3K4me3) in a mutant Spo11F","Genome binding/occupancy profiling by genome tiling array","Saccharomyces cerevisiae",6,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10837/suppl",,,"Nicolas Robine","Nov 01, 2008"
GSE10838,"Meiotic time course of Histone H3 occupancy in a mutant Spo11F","Genome binding/occupancy profiling by genome tiling array","Saccharomyces cerevisiae",3,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10838/suppl",,,"Nicolas Robine","Nov 01, 2008"
GSE10839,"Meiotic time course of the trimethylation of the Lysine 4 of Histone H3 (H3K4me3) in a mutant clb5Delta-clb6Delta","Genome binding/occupancy profiling by genome tiling array","Saccharomyces cerevisiae",6,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10839/suppl",,,"Nicolas Robine","Nov 01, 2008"
GSE10840,"Meiotic time course of the trimethylation of the Lysine 4 of Histone H3 (H3K4me3)","Genome binding/occupancy profiling by genome tiling array","Saccharomyces cerevisiae",6,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10840/suppl",,,"Nicolas Robine","Nov 01, 2008"
GSE10944,"Transcriptomic regulation during meiosis","Expression profiling by array","Saccharomyces cerevisiae",7,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10944/suppl",,,"Nicolas Robine","Nov 01, 2008"
GSE10947,"Transcriptomic regulation during meiosis (Spo11Y135F mutant)","Expression profiling by array","Saccharomyces cerevisiae",7,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10947/suppl",,,"Nicolas Robine","Nov 01, 2008"
GSE10948,"Transcriptomic regulation during meiosis (Clb5Delta-Clb6Delta mutant)","Expression profiling by array","Saccharomyces cerevisiae",7,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10948/suppl",,,"Nicolas Robine","Nov 01, 2008"
GSE11004,"Transcriptomic regulation and methylation of the Lysine4 of Histone H3 during meiosis","Expression profiling by array;Genome binding/occupancy profiling by genome tiling array","Saccharomyces cerevisiae",47,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11004/suppl",19078966,,"Nicolas Robine","Nov 01, 2008"
GSE11245,"Genome-Wide profile of c-Myc binding in HL60 cells","Genome binding/occupancy profiling by genome tiling array","Homo sapiens",10,,"TIFF;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11245/suppl",18940864,,"Paul C Boutros","Nov 01, 2008"
GSE11447,"Diagnosis of Morphologically Challenging Cases of Renal Epithelial Neoplasms by Virtual Karyotypes with SNP Arrays","Genome variation profiling by SNP array;SNP genotyping by SNP array","Homo sapiens",75,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11447/suppl",18990225,,"Federico A Monzon","Nov 01, 2008"
GSE11518,"Wild type H37Rv vs htpX deletion mutant","Expression profiling by array","Mycobacterium tuberculosis",3,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11518/suppl",,,"Kevin Conlon","Nov 01, 2008"
GSE11519,"Wild type H37Rv vs HtpX mutant. Heat shocked samples","Expression profiling by array","Mycobacterium tuberculosis",3,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11519/suppl",,,"Kevin Conlon","Nov 01, 2008"
GSE11549,"Wild type H37Rv vs HtpX mutant strain","Expression profiling by array","Mycobacterium tuberculosis",6,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11549/suppl",,,"Kevin Conlon","Nov 01, 2008"
GSE11705,"Induction of adaptive changes in the Streptococcus agalactiae transcriptome by human blood","Expression profiling by array","Streptococcus agalactiae",34,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11705/suppl",18769548;19774088,,"Izabela Sitkiewicz","Nov 01, 2008"
GSE11893,"AHR Activation by TCDD Downregulates Sox9b Expression Producing Jaw Malformation in Zebrafish Embryos","Expression profiling by array","Danio rerio",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11893/suppl",18784347,,"Kong M Xiong","Nov 01, 2008"
GSE12141,"Metastasizing anaplasic ependymoma in an adult","Expression profiling by array","Homo sapiens",2,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12141/suppl",,,"Manolo Mata","Nov 01, 2008"
GSE12150,"Expression data from yeast with Anc1p or without under basal or MMS exposed conditions","Expression profiling by array","Saccharomyces cerevisiae",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12150/suppl",19005567,,"Rebecca Catherine Fry","Nov 01, 2008"
GSE12207,"Biofilms and type III secretion are not mutually exclusive in Pseudomonas aeruginosa","Expression profiling by array","Pseudomonas aeruginosa",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12207/suppl",19246740,,"Helga Mikkelsen","Nov 01, 2008"
GSE12226,"The Detection and Subtyping of Seasonal Influenza A H1N1 Isolates Using a Microarray","Expression profiling by array","Influenza A virus",26,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12226/suppl",17895966,,"Michael Joseph Lodes","Nov 01, 2008"
GSE12284,"Gene expression changes in LPS-induced neuroinflammation","Expression profiling by array","Mus musculus",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12284/suppl",18957951,,"Robert H Bonow","Nov 01, 2008"
GSE12314,"Storage Protein Suppression in Transgenic Soybean Cotyledons","Expression profiling by array","Glycine max",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12314/suppl",21398260,,"monica schmidt","Nov 01, 2008"
GSE12348,"Prostate cancer cell lines and normal prostate epithelial and stromal cells in primary culture","Expression profiling by array","Homo sapiens",9,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12348/suppl",18974140,,"Srinivasan Yegnasubramanian","Nov 01, 2008"
GSE12433,"Comparative transcriptome analysis between original and evolved recombinant lactose-consuming S. cerevisiae strains","Expression profiling by array","Saccharomyces cerevisiae",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12433/suppl",19039778,,"Pedro M. R. Guimaraes","Nov 01, 2008"
GSE12444,"FOXF2-regulated genes in human primary prostate stromal cells","Expression profiling by array","Homo sapiens",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12444/suppl",19562724,,"Leonie van der Heul","Nov 01, 2008"
GSE12458,"An array based analysis of miRNA expression comparing matched frozen and FFPE human tissue samples","Non-coding RNA profiling by array","Homo sapiens",28,,"PDF;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12458/suppl",18832457,,"Harriet Feilotter","Nov 01, 2008"
