Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE61070,"Tumor circulating DNA profiling in xenografted mice exposed to intermittent hypoxia","Genome variation profiling by genome tiling array","Mus musculus",6,,"CEL;CSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61070/suppl",25415227;26484214,,"Rene Gabriel Cortese","Feb 24, 2015"
GSE62904,"Widespread rearrangement of 3D chromatin organization underlies Polycomb-mediated stress-induced silencing [ChIP]","Genome binding/occupancy profiling by high throughput sequencing","Drosophila melanogaster",61,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62904/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA266015",25818644,SRP049442,"Victor G Corces","Feb 24, 2015"
GSE63515,"Widespread rearrangement of 3D chromatin organization underlies Polycomb-mediated stress-induced silencing [Hi-C]","Other","Drosophila melanogaster",17,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63515/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA268118",25818644,SRP050096,"Victor G Corces","Feb 24, 2015"
GSE63968,"A survey of imprinted gene expression in mouse trophoblast stem cells","Expression profiling by high throughput sequencing","Mus musculus",4,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63968/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA269732",25711832,SRP050982,"J Mauro Calabrese","Feb 24, 2015"
GSE64695,"LRH1 silencing inhibits human colon cancer growth.","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64695/suppl",25675535,,"Paul Webb","Feb 24, 2015"
GSE66177,"Genomically amplified Akt3 activates DNA repair pathway and promotes glioma progression","Expression profiling by array","Mus musculus",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66177/suppl",25737557,,"Kristen Turner","Feb 24, 2015"
GSE66191,"Elevated dairy fat intake in lactating women alters milk lipid and fatty acids without detectible changes in expression of genes related to lipid uptake or synthesis","Expression profiling by array","Homo sapiens",12,,"XYS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66191/suppl",25661476,,"Matt L Settles","Feb 24, 2015"
GSE66217,"Single Cell Analysis Reveals Unexpected Transcriptional Heterogeneity of Neural Progenitors in the Developing Human Cortex","Expression profiling by high throughput sequencing","Homo sapiens",9,,"FPKM_TRACKING;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66217/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA276128",25734491,SRP055440,"Matthew Bonser Johnson","Feb 24, 2015"
GSE66241,"Genome-wide analysis of PARKIN deficient patient fibroblast and iPSC lines","Expression profiling by array","Homo sapiens",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66241/suppl",25843045,,"Ying Pei","Feb 24, 2015"
GSE46237,"NR2C/F orphan receptors induce telomere-genome rearrangements in ALT","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"BED;BIGWIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46237/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA198233",25723166,SRP021203,"Jérôme Déjardin","Feb 23, 2015"
GSE56599,"Expression data of pediatric B-cell acute leukemias","Expression profiling by array","Homo sapiens",81,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56599/suppl",25690899,,"Seung-Tae Lee","Feb 23, 2015"
GSE56600,"Methylation data of pediatric B-cell acute leukemias","Methylation profiling by genome tiling array","Homo sapiens",227,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56600/suppl",25690899,,"Seung-Tae Lee","Feb 23, 2015"
GSE56601,"WGBS data of pediatric B-cell acute leukemias","Methylation profiling by high throughput sequencing","Homo sapiens",2,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56601/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA244061",25690899,SRP041025,"Seung-Tae Lee","Feb 23, 2015"
GSE56602,"Two-Track Epigenetic Remodeling and Backtracking to Embryonic Stem Cell Bivalency in B-cell Acute Lymphoblastic Leukemias","Expression profiling by array;Methylation profiling by genome tiling array;Methylation profiling by high throughput sequencing","Homo sapiens",310,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56602/suppl",25690899,,"Seung-Tae Lee","Feb 23, 2015"
GSE57025,"Systems Biology Analysis of Tenofovir 1% Gel in a Phase I Rectal Microbicide Trial","Expression profiling by array","Homo sapiens",191,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57025/suppl",25647729,,"Lamar Fleming","Feb 23, 2015"
GSE57026,"Ex vivo effects of Tenofovir on four vaginal epithelial cell lines","Expression profiling by array","Homo sapiens",36,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57026/suppl",25647729,,"Lamar Fleming","Feb 23, 2015"
GSE58525,"Expression data from WIF1 induced LN-229 (GBM cell line)","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58525/suppl",25772239,,"Irene Vassallo","Feb 23, 2015"
GSE59387,"Expression data from wild-type control and Dnmt3a knockout osteoclast","Expression profiling by array","Mus musculus",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59387/suppl",,,"Keizo Nishikawa","Feb 23, 2015"
GSE59388,"Effect of Dnmt3a deletion on the global DNA methylation status of osteoclasts","Methylation profiling by high throughput sequencing","Mus musculus",2,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59388/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA255229",,SRP044304,"Keizo Nishikawa","Feb 23, 2015"
GSE59533,"Expression data from Zea mays cultivars Tietar and DKC 6575","Expression profiling by array","Zea mays",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59533/suppl",25692547,,"Mariolina Gulli","Feb 23, 2015"
GSE60158,"Feedback Inhibition of CREB Signaling Promotes Beta Cell Dysfunction in Insulin Resistance.","Expression profiling by high throughput sequencing","Rattus norvegicus",8,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60158/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA257642",25704817,SRP045303,"Sam Van de Velde","Feb 23, 2015"
GSE61188,"Zic2, an enhancer-binding factor required for embryonic stem cell specification","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Mus musculus",49,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61188/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA260473",25699711,SRP046299,"Joan Conaway","Feb 23, 2015"
GSE62709,"Functions of BET proteins in GATA1-mediated transcription [expression array]","Expression profiling by array","Mus musculus",12,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62709/suppl",25696920,,"Aaron James Stonestrom","Feb 23, 2015"
GSE62736,"Functions of BET proteins in GATA1-mediated transcription [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",15,,"BIGWIG;BROADPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62736/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA265060",25696920,SRP049300,"Aaron James Stonestrom","Feb 23, 2015"
GSE62737,"Functions of BET proteins in GATA1-mediated transcription","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",27,,"BIGWIG;BROADPEAK;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62737/suppl",25696920,,"Aaron James Stonestrom","Feb 23, 2015"
GSE63320,"Genome-wide analysis of gene expression in mLTC-1 cells following siRNA-mediated Gata4 inhibition","Expression profiling by array","Mus musculus",6,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63320/suppl",25668067,,"Markku Heikinheimo","Feb 23, 2015"
GSE63518,"Widespread rearrangement of 3D chromatin organization underlies Polycomb-mediated stress-induced silencing","Genome binding/occupancy profiling by high throughput sequencing;Other","Drosophila melanogaster",78,,"TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63518/suppl",25818644,,"Victor G Corces","Feb 23, 2015"
GSE63747,"Role of Tet1 and 5-hydroxymethylcytosine in cocaine action (5hmC-Seq and ChIP-Seq)","Methylation profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",15,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63747/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA268970",25774451,SRP050386,"Li Shen","Feb 23, 2015"
GSE63748,"Role of Tet1 and 5-hydroxymethylcytosine in cocaine action (RNA-Seq)","Expression profiling by high throughput sequencing","Mus musculus",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63748/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA268969",25774451,SRP050387,"Li Shen","Feb 23, 2015"
GSE63749,"Role of Tet1 and 5-hydroxymethylcytosine in cocaine action","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Mus musculus",21,,,,25774451,,"Li Shen","Feb 23, 2015"
GSE64323,"Exploring the mode of action of anti-mycobacterial activity of C17 diynes using microarray","Expression profiling by array","Mycolicibacterium smegmatis MC2 155",39,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64323/suppl",,,"Haoxin Li","Feb 23, 2015"
GSE64857,"Gene expression data from patients with colorectal cancer","Expression profiling by array","Homo sapiens",81,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64857/suppl",25645394,,"Lisha Wang","Feb 23, 2015"
GSE65242,"Global transcriptomic changes induced by manipulate MSH1 gene in tomato using next generation sequencing","Expression profiling by high throughput sequencing","Solanum lycopersicum",12,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65242/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA273478",25736208,SRP052785,"Xiadong Yang","Feb 23, 2015"
GSE36130,"Oxidative stress in E. coli K-12 and O157","Expression profiling by array","Escherichia coli",6,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36130/suppl",,,"Martin D. Goldberg","Feb 22, 2015"
GSE49591,"Genome-wide analysis of dexamethasone treated substrates in HeLa cell","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49591/suppl",25775514,,"Hana Cho","Feb 22, 2015"
GSE64840,"Questioned validity of GEDDs in DS","Expression profiling by high throughput sequencing","Mus musculus",6,,"DIFF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64840/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA272141",,SRP051977,"Long H Do","Feb 21, 2015"
GSE65524,"Next Generation Sequencing Identifies Hoxa1 and Hoxc13 as Downstream Targets of Yap in Mouse Epithelial Tissues","Expression profiling by high throughput sequencing","Mus musculus",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65524/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA274271",25691658;26484260,SRP053051,"Ming Liu","Feb 21, 2015"
