Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE93465,"polyA mRNA RNA-seq from brain (ENCSR000CHG)","Expression profiling by high throughput sequencing","Mus musculus",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93465/suppl",22955616,,"ENCODE DCC","Feb 03, 2017"
GSE93466,"polyA mRNA RNA-seq from testis (ENCSR000CHH)","Expression profiling by high throughput sequencing","Mus musculus",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93466/suppl",22955616,,"ENCODE DCC","Feb 03, 2017"
GSE93467,"polyA mRNA RNA-seq from small intestine (ENCSR000CHI)","Expression profiling by high throughput sequencing","Mus musculus",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93467/suppl",22955616,,"ENCODE DCC","Feb 03, 2017"
GSE93468,"polyA mRNA RNA-seq from limb (ENCSR000CHJ)","Expression profiling by high throughput sequencing","Mus musculus",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93468/suppl",22955616,,"ENCODE DCC","Feb 03, 2017"
GSE93469,"polyA mRNA RNA-seq from thymus (ENCSR000CHK)","Expression profiling by high throughput sequencing","Mus musculus",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93469/suppl",22955616,,"ENCODE DCC","Feb 03, 2017"
GSE93470,"polyA mRNA RNA-seq from olfactory bulb (ENCSR000CHL)","Expression profiling by high throughput sequencing","Mus musculus",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93470/suppl",22955616,,"ENCODE DCC","Feb 03, 2017"
GSE93471,"polyA mRNA RNA-seq from MEL cell line (ENCSR000CHM)","Expression profiling by high throughput sequencing","Mus musculus",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93471/suppl",22955616,,"ENCODE DCC","Feb 03, 2017"
GSE93472,"polyA mRNA RNA-seq from brown adipose tissue (ENCSR000CHN)","Expression profiling by high throughput sequencing","Mus musculus",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93472/suppl",22955616,,"ENCODE DCC","Feb 03, 2017"
GSE93473,"polyA mRNA RNA-seq from bone marrow macrophage (ENCSR000CHO)","Expression profiling by high throughput sequencing","Mus musculus",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93473/suppl",22955616,,"ENCODE DCC","Feb 03, 2017"
GSE93474,"polyA mRNA RNA-seq from CH12.LX (ENCSR000CHR)","Expression profiling by high throughput sequencing","Mus musculus",2,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93474/suppl",22955616,,"ENCODE DCC","Feb 03, 2017"
