Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE60779,"Med23-dependent gene expression programs in T cells","Expression profiling by array","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60779/suppl",25301163,,"Yang Sun","Aug 27, 2014"
GSE60780,"Gene expression profiling in mice overexpressing human wild type (WT) keratin 8 (K8) or K8 variants (G62C and R341H).","Expression profiling by array","Mus musculus",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60780/suppl",,,"Pavel Strnad","Aug 27, 2014"
GSE60794,"Solar simulated ultraviolet radiation induces histone 3 methylation changes in the gene promoters of matrix metalloproteinases 1 and 3 in primary human dermal fibroblasts [I]","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60794/suppl",,,"Lisa Passantino","Aug 27, 2014"
GSE60795,"Solar simulated ultraviolet radiation induces histone 3 methylation changes in the gene promoters of matrix metalloproteinases 1 and 3 in primary human dermal fibroblasts [II]","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60795/suppl",,,"Lisa Passantino","Aug 27, 2014"
GSE60796,"Solar simulated ultraviolet radiation induces histone 3 methylation changes in the gene promoters of matrix metalloproteinases 1 and 3 in primary human dermal fibroblasts","Expression profiling by array","Homo sapiens",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60796/suppl",,,"Lisa Passantino","Aug 27, 2014"
GSE60803,"Redifferentiation of adult human β cells expanded in vitro by inhibition of the WNT pathway","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60803/suppl",25393025,,"Metsada Pasmanik-Chor","Aug 27, 2014"
GSE60815,"Changes in global gene expression of Vibrio parahaemolyticus induced by cold- and heat-stress","Expression profiling by array","Vibrio parahaemolyticus RIMD 2210633",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60815/suppl",,,"Stephan Huehn","Aug 27, 2014"
GSE60825,"Genome wide RNA Sequencing of whole C. elegans RNA","Expression profiling by high throughput sequencing","Caenorhabditis elegans",4,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60825/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA259627",25284791,SRP045818,"Navdeep Chandel","Aug 27, 2014"
GSE32697,"Thrombospondin-1 type 1 repeats in a model of inflammatory bowel disease: genetic profile and therapeutic effects","Expression profiling by array","Mus musculus",28,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32697/suppl",22509329,,"Sridar V Chittur","Aug 26, 2014"
GSE40731,"Expression data from activated and non-activated NTAL knockout, wild type and knockdown bone marrow derived mast cells","Expression profiling by array","Mus musculus",23,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40731/suppl",25153696,,"Iva Polakovicova","Aug 26, 2014"
GSE49546,"RRHP : a tag-based approach for 5-hydroxymethylcytosine mapping at single-site resolution","Methylation profiling by high throughput sequencing","Homo sapiens",10,,"BED;TXT;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49546/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA214228",25248841,SRP028520,"Xueguang Sun","Aug 26, 2014"
GSE50052,"Gene expression profiling in murine monocyte-dendritic cell progenitors (MDPs), common monocyte progenitors (cMoPs) and 32Dcl.3 cells transduced with C/EBPalpha and/or IRF8","Expression profiling by array","Mus musculus",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50052/suppl",25236377;29514092,,"Tomohiko Tamura","Aug 26, 2014"
GSE50250,"Expression data from vessels of differing embryonic origin","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50250/suppl",,,"David Bader","Aug 26, 2014"
GSE50251,"Differential analysis of neural crest and mesodermally derived VSMC in the aorta","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50251/suppl",,,"David Bader","Aug 26, 2014"
GSE51015,"Comparative genomics reveals new molecular targets for accelerated strain improvement of rifamycin B-producing strains","Expression profiling by array","Amycolatopsis mediterranei S699",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51015/suppl",25149266,,"Silvio Bicciato","Aug 26, 2014"
GSE51107,"Gene expression profiles of murine Runx1;Runx3 double deficient cKit+Sca1+Lin- hematopoietic stem/progenitor cells","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51107/suppl",25066130,,"Motomi Osato","Aug 26, 2014"
GSE52376,"Molecular and cellular characterization of Cord Blood derived, IDO expressing human fibrocystic Myeloid Derived Suppressor Cells","Expression profiling by array","Homo sapiens",23,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52376/suppl",25113564,,"Silvio Bicciato","Aug 26, 2014"
GSE55744,"Comparison of the transcriptional profiles of male E13.5 wild type and L/H-Pgds-/- gonads","Expression profiling by high throughput sequencing","Mus musculus",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55744/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA240878",25142465,SRP039609,"Brigitte Boizet-Bonhoure","Aug 26, 2014"
GSE55843,"Loss and dysfunction of Vdelta2+ gammadelta-low T cells is associated with clinical tolerance to malaria","Expression profiling by array","Homo sapiens",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55843/suppl",25163477,,"Charlie Kim","Aug 26, 2014"
GSE58336,"NQO1 regulates inflammatory signaling","Expression profiling by array","Homo sapiens",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58336/suppl",25125658,,"Rita Ghosh","Aug 26, 2014"
GSE58891,"Transcriptome analysis of NTHi 86-028NPrpsL, NTHi 86-028NPrpsL∆fur, NTHi 86-028NPrpsL∆fur∆hrrF, NTHi 86-028NPrpsL∆fur∆hrrF3' strains","Expression profiling by high throughput sequencing","Haemophilus influenzae",12,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58891/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA253820",25157846,SRP043631,"Alistair Harrison","Aug 26, 2014"
GSE60697,"Expression data from 20 human colon cancer","Expression profiling by array","Homo sapiens",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60697/suppl",26267535,,"Lekun Fang","Aug 26, 2014"
GSE60709,"Transcription profiling by array of epidermal shave samples taken from lesional and non-lesional skin from German atopic dermatitis patients and from healthy skin from German controls","Expression profiling by array","Homo sapiens",33,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60709/suppl",24739813,,"Hansjoerg Baurecht","Aug 26, 2014"
GSE60711,"Real-time quantitative PCR analysis of mouse lungs","Expression profiling by RT-PCR","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60711/suppl",25267977,,"Istvan Boldogh","Aug 26, 2014"
GSE60725,"MicroRNA profiling of Human Breast Cancer","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60725/suppl",,,"Lekha Dinesh Kumar","Aug 26, 2014"
GSE60733,"Affymetrix SNP array data for NUP98 rearranged acute leukemias","Genome variation profiling by SNP array","Homo sapiens",6,,"CEL;CYCHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60733/suppl",25270907,,"Cristina Mecucci","Aug 26, 2014"
GSE60739,"Comprehensive analysis of host gene expression in Autographa californica nucleopolyhedrovirus-infected Spodoptera frugiperda cells","Expression profiling by array","Spodoptera frugiperda",14,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60739/suppl",,,"Tamer Zaki Salem","Aug 26, 2014"
GSE60742,"Maturation of the thalidomystery","Expression profiling by array","Homo sapiens",7,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60742/suppl",,,"Yossi Cohen","Aug 26, 2014"
GSE60778,"Central Role of ULK1 in Type I Interferon Signaling","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60778/suppl",,,"Pawel Lisowski","Aug 26, 2014"
GSE40305,"Global transcriptome analysis in fast-growing Arabidopsis thaliana with elevated level of ATP [roots]","Expression profiling by array","Arabidopsis thaliana",12,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40305/suppl",24180234,,"Boon Leong Lim","Aug 25, 2014"
GSE40306,"Global transcriptome analysis in fast-growing Arabidopsis thaliana with elevated level of ATP [shoots]","Expression profiling by array","Arabidopsis thaliana",11,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40306/suppl",24180234,,"Boon Leong Lim","Aug 25, 2014"
GSE40307,"Global transcriptome analysis in fast-growing Arabidopsis thaliana with elevated level of ATP","Expression profiling by array","Arabidopsis thaliana",23,,"PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40307/suppl",24180234,,"Boon Leong Lim","Aug 25, 2014"
GSE43767,"Comparison of gene expression profiling of human lung at four developmental stages and lung adenocarcioma","Expression profiling by array","Homo sapiens",113,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43767/suppl",25141350,,"Lin Feng","Aug 25, 2014"
GSE49594,"Human renal clear-cell carcinoma cells : control vs MUC1 overexpressing cells","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49594/suppl",25036895,,"frédéric leprêtre","Aug 25, 2014"
GSE50809,"Temporally defined neocortical translation and polysome assembly is determined by the RNA-binding protein, Hu antigen R","Expression profiling by high throughput sequencing","Mus musculus",31,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50809/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA219065",25157170;26245956,SRP029912,"Ronald P. Hart","Aug 25, 2014"
GSE51424,"Cell type-specific ribosome profiling in vivo.","Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",25,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51424/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA223060",25122893,SRP031501,"Peter Sims","Aug 25, 2014"
GSE52709,"The complete methylome of hematopoietic stem cells and their immediate progeny","Methylation profiling by high throughput sequencing","Mus musculus",12,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52709/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA229871",25158935,SRP033304,"Christoph Plass","Aug 25, 2014"
GSE53513,"Expression data of  hiPSC-derived anterior foregut endoderm cells (AFECs), ventral anterior foregut cells (VAFECs), EpCAM+CPM+ and EpCAM+CPM- cells and CPM+ cells sorted from VAFECs","Expression profiling by array","Homo sapiens",9,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53513/suppl",25241738,,"Shimpei Gotoh","Aug 25, 2014"
GSE54308,"Transcriptome Sequencing from Diverse Human Populations Reveals Differentiated Regulatory Architecture","Expression profiling by high throughput sequencing","Homo sapiens",45,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54308/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA236130",25121757,SRP035599,"Carlos D. Bustamante","Aug 25, 2014"
GSE55222,"Targets of ALTERED PHLOEM DEVELOPMENT (APL)","Expression profiling by array","Arabidopsis thaliana",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55222/suppl",25081480,,"Ykä Helariutta","Aug 25, 2014"
GSE56939,"Interrelationships between replication infidelity and genome composition","Genome binding/occupancy profiling by high throughput sequencing;Other","Saccharomyces cerevisiae",72,,"FA;GFF3;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56939/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA245050",25217194,SRP041324,"Scott Alexander Lujan","Aug 25, 2014"
GSE57238,"Stress response of Salmonella Typhimurium to acidified nitrite","Expression profiling by high throughput sequencing","Salmonella enterica subsp. enterica serovar Typhimurium",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57238/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA246027",25107963,SRP041606,"Stefanie Müller-Herbst","Aug 25, 2014"
GSE57304,"Gene expression analysis in adoptive T cell immunotherapy (ACT)","Expression profiling by array","Mus musculus",14,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57304/suppl",25127875,,"Osamu Ohara","Aug 25, 2014"
GSE58168,"P493-6 treated with KJ-Pyr-9 and/or Doxycycline","Expression profiling by high throughput sequencing","Homo sapiens",4,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58168/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA251417",25114221,SRP042630,"Jonathan Ross Hart","Aug 25, 2014"
GSE60712,"A new transcription factor for mitosis: In S. pombe, the RFX transcription factor Sak1 works with forkhead factors to regulate mitotic expression (ChIP-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Schizosaccharomyces pombe",4,,"TXT;XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60712/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA259353",25908789,SRP045750,"Angad Garg","Aug 25, 2014"
GSE60718,"A new transcription factor for mitosis: In S. pombe, the RFX transcription factor Sak1 works with forkhead factors to regulate mitotic expression (array)","Expression profiling by array","Schizosaccharomyces pombe",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60718/suppl",25908789,,"Angad Garg","Aug 25, 2014"
GSE60719,"A new transcription factor for mitosis: In S. pombe, the RFX transcription factor Sak1 works with forkhead factors to regulate mitotic expression","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Schizosaccharomyces pombe",28,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60719/suppl",25908789,,"Angad Garg","Aug 25, 2014"
GSE60720,"Affymetrix SNP array data for cone precursor derived retinoblastoma like samples","Genome variation profiling by genome tiling array;Genome variation profiling by SNP array;SNP genotyping by SNP array","Homo sapiens",7,,"CEL;CYCHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60720/suppl",25252974,,"Xiaoliang Leon Xu","Aug 25, 2014"
GSE50427,"Gene (mRNA) expression profiling in frontal cortex of ethanol-treated mice","Expression profiling by array","Mus musculus",32,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50427/suppl",24148570,,"Yury O. Nunez","Aug 24, 2014"
GSE50795,"Effect of Sunitinib treatment withdrawal on Immunodeficient mice bearing MDA-MB231 tumors","Expression profiling by array","Mus musculus",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50795/suppl",25017943,,"Kevin Lebrigand","Aug 24, 2014"
GSE53248,"The G-protein Alpha Subunit Gsα Is A Tumor Suppressor In Sonic Hedgehog-driven Medulloblastoma","Expression profiling by array;Expression profiling by high throughput sequencing;Genome variation profiling by genome tiling array","Mus musculus",49,,"CEL;GFF;PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53248/suppl",25150496,,"Richard Lu","Aug 24, 2014"
GSE57094,"High density and limiting nitrogen response in rice","Expression profiling by array","Oryza sativa",24,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57094/suppl",25128291,,"Max Misyura","Aug 24, 2014"
GSE60415,"The G-protein Alpha Subunit Gsα Is A Tumor Suppressor In Sonic Hedgehog-driven Medulloblastoma [RNA-Seq]","Expression profiling by high throughput sequencing","Mus musculus",19,,"TXT;XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60415/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA258213",25150496,SRP045496,"Richard Lu","Aug 24, 2014"
GSE60416,"The G-protein Alpha Subunit Gsα Is A Tumor Suppressor In Sonic Hedgehog-driven Medulloblastoma [Copy number analysis]","Genome variation profiling by genome tiling array","Mus musculus",6,,"GFF;PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60416/suppl",25150496,,"Richard Lu","Aug 24, 2014"
GSE60417,"The G-protein Alpha Subunit Gsα Is A Tumor Suppressor In Sonic Hedgehog-driven Medulloblastoma [Microarray expression]","Expression profiling by array","Mus musculus",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60417/suppl",25150496,,"Richard Lu","Aug 24, 2014"
GSE60445,"PSI-seq to Identify Sites of Pseudouridylation in S. cerevisiae","Other","Saccharomyces cerevisiae",16,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60445/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA258278",25353621,SRP045530,"Alexander F Lovejoy","Aug 24, 2014"
GSE60684,"Phenobarbital Induces Cell Cycle Transcriptional Responses in Mouse Liver Humanized for Constitutive Androstane and Pregnane X Receptors (mRNA)","Expression profiling by array","Mus musculus",167,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60684/suppl",24690595,,"Jonathan Moggs","Aug 24, 2014"
GSE60688,"Phenobarbital Induces Cell Cycle Transcriptional Responses in Mouse Liver Humanized for Constitutive Androstane and Pregnane X Receptors (miRNA)","Non-coding RNA profiling by array","Mus musculus;synthetic construct",178,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60688/suppl",24690595,,"Jonathan Moggs","Aug 24, 2014"
GSE60693,"Phenobarbital Induces Cell Cycle Transcriptional Responses in Mouse Liver Humanized for Constitutive Androstane and Pregnane X Receptors","Expression profiling by array;Non-coding RNA profiling by array","Mus musculus;synthetic construct",345,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60693/suppl",24690595,,"Jonathan Moggs","Aug 24, 2014"
GSE32510,"Gene expression profile of mouse liver cancer (Sav1 and Mst1/2 Knockout models)","Expression profiling by array","Mus musculus",33,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32510/suppl",26459179,,"Sangbae Kim","Aug 23, 2014"
GSE50383,"AR function is altered by polyglutamine expansion and by SUMO","Expression profiling by array","Mus musculus;Rattus norvegicus",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50383/suppl",25607844,,"Andrew Lieberman","Aug 23, 2014"
GSE51269,"Homeostatic intestinal epithelial gene expression","Expression profiling by array","Mus musculus",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51269/suppl",25210121,,"Mathias W. Hornef","Aug 23, 2014"
