Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE16653,"Functional Study of the Chicken microRNAs miR-143 and miR-10a","Expression profiling by array","Gallus gallus",12,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16653/suppl",20064147,,"Nares Trakooljul","Jan 01, 2010"
GSE16853,"Expression data from Foxl2 wild-type and mutant ovaries and testes","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16853/suppl",20005806,,"Henriette Uhlenhaut","Jan 01, 2010"
GSE16857,"Zebrafish response to microbiota","Expression profiling by array","Danio rerio",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16857/suppl",21439961,,"John F Rawls","Jan 01, 2010"
GSE17109,"MYC Transactome Mapped by Global Array-based Nuclear Run-on (ANRO)","Expression profiling by array","Homo sapiens",100,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17109/suppl",20300622,,"chris cheadle","Jan 01, 2010"
GSE17169,"bulked RILs with high and low grain number per panicle derived from 2 cultivars at panicle primordia stage","Expression profiling by array","Oryza sativa;Oryza sativa Indica Group",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17169/suppl",,,"Rupesh Kailasrao Deshmukh","Jan 01, 2010"
GSE17239,"MYC Transactome Mapped by Global Array-based Nuclear Run-on (ANRO - Affymetrix)","Expression profiling by array","Homo sapiens",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17239/suppl",20300622,,"chris cheadle","Jan 01, 2010"
GSE17423,"Age-related para-inflammation in the neuroretina of the mouse","Expression profiling by array","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17423/suppl",20538981,,"Heping Xu","Jan 01, 2010"
GSE17542,"VTA neurons show an adaptive transcriptional response to MPTP which differs from SN neurons","Expression profiling by array","Mus musculus",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17542/suppl",20462502,,"Sudarshan Phani","Jan 01, 2010"
GSE17559,"The Sen1 Helicase Prevents Genome-Wide Spurious Transcription by Controlling Transcription Termination by RNAPII","Expression profiling by genome tiling array;Genome binding/occupancy profiling by genome tiling array","Saccharomyces cerevisiae",7,,"BAR;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17559/suppl",,,"Harm van Bakel","Jan 01, 2010"
GSE17594,"NOD2 and human ileal gene expression","Expression profiling by array","Homo sapiens",20,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17594/suppl",20155851,,"Rekha Meyer","Jan 01, 2010"
