Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE122844,"Genes regulated in HT-1080 cells after 4 hours of treatment with IRAK4 inhibitor","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122844/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA506658",,SRP170342,"Andrzej Mazan","Nov 24, 2018"
GSE122845,"Genes regulated in HT-1080 cells after 24 hours of treatment with IRAK4 inhibitor","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122845/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA506657",,SRP170332,"Andrzej Mazan","Nov 24, 2018"
GSE122846,"Single cell profiling of CD4+ T cells from human fetal intestine","Expression profiling by high throughput sequencing","Homo sapiens",1,,"H5;MTX;TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122846/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA506660",30664737,SRP170417,"Na Li","Nov 24, 2018"
GSE122851,"Molecular signal communication in soil during arbuscular mycorrhizal formation changes the transcriptome profiles in wheat (Triticum aestivum L.) roots","Expression profiling by high throughput sequencing","Triticum aestivum",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122851/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA506702",,SRP170416,"HUI TIAN","Nov 24, 2018"
GSE122857,"In vivo haematopoietic cell production by bone marrow-derived hemogenic endothelium","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122857/suppl",,,"Thierry JAFFREDO","Nov 24, 2018"
GSE122860,"Gene expression of HCT116 colorectal cancer cells after treament with Thymoquinone (TQ), 5-Fluorouracil (5-FU),  Combination of the individual compounds (Combi) and the Hybrid compound (SARB).","Expression profiling by array","Homo sapiens",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122860/suppl",,,"Benardina Ndreshkjana","Nov 24, 2018"
GSE122866,"Transcriptome analysis of maize hybrid An’nong 591 and its parental lines under heat stress","Expression profiling by high throughput sequencing","Zea mays",18,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122866/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA506720",,SRP170462,"Yang Zhao","Nov 24, 2018"
GSE122876,"Transcriptomic analysis of MERS-CoV infected Calu-3 cell with or without AM580 treatment","Expression profiling by high throughput sequencing","Homo sapiens",9,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122876/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA506733",30631056,SRP170549,"Shuofeng Yuan","Nov 24, 2018"
GSE75320,"The gene regulation of FAM198B in lung cancer","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75320/suppl",,,"Sung-Liang Yu","Nov 23, 2018"
GSE94991,"Dynamic control of translation during adult neurogenesis","Expression profiling by high throughput sequencing;Other","Mus musculus",27,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94991/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA375091",30700908,SRP100074,"Avni Baser","Nov 23, 2018"
GSE108513,"Reproducible inference of transcription factor footprints in ATAC-seq and DNase-seq datasets via protocol-specific bias modeling","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",16,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108513/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA427530",30791920,SRP127541,"Aslihan Karabacak","Nov 23, 2018"
GSE109662,"Expression data in HUVECs treated with siERG, siFLI1, or both","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109662/suppl",30500808,,"Nao Nagai","Nov 23, 2018"
GSE109695,"Genome-wide analysis of ERG- and FLI1-binding in HUVECs, and histone modifications in HUVECs treated with siControl or siERG+siFLI1","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"BIGWIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109695/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA431736",30500808,SRP131469,"Nao Nagai","Nov 23, 2018"
GSE109696,"ERG and FLI1 in endothelial cells","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",20,,"BIGWIG;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109696/suppl",30500808,,"Nao Nagai","Nov 23, 2018"
GSE111056,"Impact of intron deletion on starvation dependent repression of gene expression","Expression profiling by high throughput sequencing","Saccharomyces cerevisiae",12,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111056/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA435723",30651641,SRP133381,"Sherif Abou Elela","Nov 23, 2018"
GSE111125,"Therapeutic effects of Rosuvastatin in hypercholesterolemic prediabetic mice in the absence of low density lipoprotein receptor","Expression profiling by high throughput sequencing","Mus musculus",21,,"BEDGRAPH;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111125/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA435983",30508567,SRP133489,"Henri Niskanen","Nov 23, 2018"
GSE111229,"Single cell RNA-sequencing of EpCAM-, CD45-, CD31- NG2- murine mammary tumor fibroblasts","Expression profiling by high throughput sequencing","Mus musculus",768,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111229/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA436229",30514914,SRP133642,"Kristian Pietras","Nov 23, 2018"
GSE111904,"Osmostress induced changes of chromatin architecture and transcription in mammalian cells [RNA-Seq, HiC]","Expression profiling by high throughput sequencing;Other","Homo sapiens",18,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111904/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA438511",30523037,SRP135798,"Francesc Posas","Nov 23, 2018"
GSE111923,"Osmostress induced changes of chromatin architecture and transcription in mammalian cells [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",41,,"BROADPEAK;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111923/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA438548",30523037,SRP135831,"Francesc Posas","Nov 23, 2018"
GSE111924,"Osmostress induced changes of chromatin architecture and transcription in mammalian cells","Expression profiling by high throughput sequencing;Other;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",59,,"BROADPEAK;NARROWPEAK;TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111924/suppl",30523037,,"Francesc Posas","Nov 23, 2018"
GSE117754,"Critical roles of lysine demethylase Kdm3a in craniofacial and neural development during Xenopus embryogenesis","Expression profiling by high throughput sequencing","Xenopus laevis",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117754/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA483070",30522514,SRP155436,"Taejoon Kwon","Nov 23, 2018"
GSE118188,"RNA Sequencing Based Transcriptional Overview of Xerotolerance in Cronobacter sakazakii SP291","Expression profiling by high throughput sequencing","Cronobacter sakazakii",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118188/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA484789",30446557,SRP156477,"Séamus Fanning","Nov 23, 2018"
GSE118521,"Expression data from A375 melanoma cells treated with Interferon-gamma and silvestrol","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118521/suppl",30374200,,"Caroline Robert","Nov 23, 2018"
GSE118562,"CNOT6L Couples the Selective Degradation of Maternal Transcriptsto Meiotic Cell Cycle Progression in Mouse Oocyte [total RNA-seq]","Expression profiling by high throughput sequencing","Mus musculus",24,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118562/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA486094",30478191,SRP157968,"Li Shen","Nov 23, 2018"
GSE118563,"CNOT6L Couples the Selective Degradation of Maternal Transcriptsto Meiotic Cell Cycle Progression in Mouse Oocyte [polysome RNA-seq]","Expression profiling by high throughput sequencing","Mus musculus",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118563/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA486095",30478191,SRP157969,"Li Shen","Nov 23, 2018"
GSE118564,"CNOT6L Couples the Selective Degradation of Maternal Transcriptsto Meiotic Cell Cycle Progression in Mouse Oocyte","Expression profiling by high throughput sequencing","Mus musculus",36,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118564/suppl",30478191,,"Li Shen","Nov 23, 2018"
GSE120796,"Next-generation RNA sequencing to determine changes in gene expression during breast cancer progression","Expression profiling by high throughput sequencing","Homo sapiens",8,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120796/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA494563",30496290,SRP163265,"Stefan Ambs","Nov 23, 2018"
GSE7394,"Gene expression analysis in grape berries at veraison (SIB-05)","Expression profiling by array","Vitis vinifera",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7394/suppl",,,"Mark Raymond Thomas","Nov 22, 2018"
GSE7679,"Grape berry developmental series comparing irrigation treatments in a vineyard in Wingara, Victoria, Australia (WIN-05)","Expression profiling by array","Vitis vinifera",68,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7679/suppl",,,"Mark Raymond Thomas","Nov 22, 2018"
GSE7680,"Grape berry developmental series comparing pruning treatments from a vineyard in Clare Valley, South Australia (CLA-05)","Expression profiling by array","Vitis vinifera",68,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7680/suppl",,,"Mark Raymond Thomas","Nov 22, 2018"
GSE7747,"Timing of gene expression for inflorescence development and position of green latent buds on grapevine canes (BUD-06).","Expression profiling by array","Vitis vinifera",26,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7747/suppl",,,"Mark Raymond Thomas","Nov 22, 2018"
